"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","timeToPredict","Correct","prediction6","prediction7","prediction8","prediction9","prediction10","prediction11","prediction12","prediction13","prediction14","prediction15"
"4421","Utter and complete madness presided over by Corin ‘Parker Lewis, I Know My First Name Is Steven, Jonas Quinn’ Nemec. I think if I had sharks that were not just angry or a wee bit miffed but actually raging then I’d send in Parker Lewis, he can’t lose apparently. Raging Sharks is one of those movies where it’s best to start drinking earlier, you may then find that as Parker Lewis negotiates his way through sharks, aliens, spaceships, treacherous assassins, nuclear submarines, cosmic crystals, Corbin Bernsen and some footage from Shark Attack 3: Megalodon that you actually start to enjoy yourself in the midst of the stupidity.","utter and complete madness presided over by corin ‘parker lewis i know my first name is steven jonas quinn’ nemec i think if i had sharks that were not just angry or a wee bit miffed but actually raging then i’d send in parker lewis he can’t lose apparently raging sharks is one of those movies where it’s best to start drinking earlier you may then find",68,"that","the","she","we","they","he",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4422","Temperature dropped to -30 and the pipes froze, plumber came after 14 hours of waiting for him, he only charged me $1400 to replace all my pipes.","temperature dropped to and the",6,"pipes","the","then","it","that","we",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4423","Let me here interject: my thinking on this subject is largely influenced by Kathleen Hulser and Jan Ramirez, curators at New-York Historical Society when we did the exhibition Reading Uncle Tom’s Image: A Reconsideration of Harriet Beecher Stowe’s 150-Year-Old Character and His Legacy on the occasion of the novel’s 150th anniversary. I’ve been thinking about them a lot lately….the recent Bowery event reminded me of the exhibition on THAT topic they also curated. In retrospect it occurs to me what unique and important work they were doing. The culture needs it more than ever.","let me here interject my thinking on this subject is largely influenced by kathleen hulser and jan ramirez curators at newyork historical society when we",26,"did","the","you","it","we","he",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4424","I first encountered this word on Facebook about 3 or 4 years ago. It was ""Doppelganger Week"" and everyone was changing their Facebook profile pictures to celebrities that they looked like (or that looked like them). A lot of my friends really did look like certain celebrities. Some people were even lucky enough to look like more than one person. I had some friends that at first glance, I didn't realize it wasn't a picture of them. I was kind of sad because I've never been told I look like a certain celebrity nor have I ever felt like I looked like one. I didn't have anyone to change my profile picture to.","i first encountered this word on facebook about or years ago it was doppelganger week and everyone was changing their facebook profile pictures to celebrities that they looked like or that looked like them a lot of my friends really did look like certain celebrities some people were even lucky enough to look like more than one person i had some friends that at first glance i didnt realize it wasnt a picture",74,"of","few","little","lot","bit","good",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4425","06 Glamorous Hooligan-In Absentia (Red Snapper Mix)","glamorous hooliganin absentia",4,"red",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4426","Then a cartoon posted to the mayor’s Facebook page causes an even greater outpouring of angst and hand-wringing among people who should know better.","then a cartoon posted to the mayor’s facebook page causes",11,"an","and","on","or","the","was",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4427","In case I haven't said it before, Lake Lure NC is a heavenly place. Maybe a bit touristy, but definitely still in touch with the beauty God blessed the region with. And because of all the tourists, there is a host of scenery that shows how human beings interact with nature. My tendency is to be drawn to what the children are doing, but the youthful wonder we adults have buried (perhaps) seems to really shine in these parts. I don't notice this so much at the beach, so I hope to spend more time this summer somewhere in the mountains. This painting came together with ease, which of course is a treat since it doesn't always go that way. One key difference is that I used poppy seed oil as a medium instead of walnut oil. I had switched to the walnut about a year ago just to try it, and somehow forgot about how much better suited the poppy oil is for my small work. It's a tad thinner and seems to mix with the paint more thoroughly, without the slight separation I get with the walnut. As I've said many times, my short attention span doesn't allow the luxury to spend more than an hour and a half. I lose the passion and instinct, and all perspective of what the painting needs in order to get to the heart and soul of the image.","in case i havent said it before lake lure nc is a heavenly place maybe a bit touristy but definitely still in touch with the beauty god blessed the region with and because of all the tourists there is a host of scenery that shows how human beings interact with nature my tendency is to be drawn to what the children are doing but the youthful wonder we adults have buried perhaps seems to really shine in these parts i dont notice this so much at the beach so i hope to spend more time this summer somewhere in the mountains this painting came together with ease which of course is a treat since it doesnt always go that way one key difference is that i used poppy seed oil as a medium instead of walnut oil i had switched to the walnut about a year ago just to try it and somehow forgot about how much better suited the poppy oil is for my small work its a tad thinner and seems to mix with the paint more thoroughly without",182,"the","explore","soused",NA,NA,NA,0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4428","Have you figured it out yet? What belongs in the valley and what doesn’t? Warning: you can be trapped in the valley, but you can never escape!","have you figured it out yet what",8,"belongs","to","but","the","it","another",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4429","3.Unroll the cans of crescent roll dough, and use a rolling pin to shape each sheet into 9x13 inch rectangles. Press one sheet into the bottom of a 9x13 inch baking dish. Evenly spread the cream cheese mixture into the baking dish, then cover with the remaining piece of crescent dough, and brush with melted butter. Stir together 1/2 cup of sugar with the cinnamon in a small bowl, and sprinkle evenly over the top of the cheesecake.","unroll the cans of crescent roll dough and use a rolling pin to shape each",16,"sheet","their","of","or","the","you",0.0500000000010914,FALSE,"well",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4430","We are called the silent ranks but it’s never said why we are silent. I’m here to tell you it’s because we are waiting. We are holding our breath. It’s easy to be silent when you’re afraid to exhale. We wait…on letters, phone calls, emails and homecomings. But there’s more. We wait on training schedules, new commanders, duty rosters and dates for the field. We wait for leave approval and four-day weekends. We wait for dinner or else someone has to eat it cold. We wait for orders, Transportation, dates, and housing. We sometimes have to wait on Christmas, birthday and anniversary celebrations. We wait for phone calls that will always come at the worst possible moments and require you to give up a perfectly wonderful Saturday evening. We wait to see what last-minute changes will happen because we all know there will be some. We wait on life filled with uncertainty. We don’t usually see it that way though. To us, we are loving a soldier and couldn’t imagine life any other way.","we are called the silent ranks but it’s never said why we are silent i’m here to tell you it’s because we are waiting we are holding our breath it’s easy to be silent when you’re afraid to exhale we wait�on letters phone calls emails and homecomings but there’s more we wait on training schedules new commanders duty rosters and dates for the field we wait for",68,"leave","to","for","until","long","would",0.00999999999839929,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4431","(for 7"" tube pan)","for",2,"tube","the","me","my","this","you",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4432","Only moments before the note arrived, his entire life’s ambition had been to devour unpasteurized cheese. Now just like every other time in his life it seemed, someone wanted his attention and that was suddenly the only thing that mattered. If this was some kind of joke Mike would be livid but in reality he knew he would be faking his anger because the truth was he did not want anyone to be there; other than cheese, salumi, and solitude. If the joke would be intended to give him a hard time for the way in which he insisted on anonymity with the hotel it would be a short-lived gaffe because if no one was there it would indeed be better than if someone was. Mike was now predicting, rationalizing, and imagining, which under normal circumstances serves an author well. On this occasion it was fear of seeing someone he did not want to that fueled his latent mania.","only moments before the note",6,"arrived","same","way","best","only","end",0.0300000000006548,FALSE,"same","first","most","world","time",NA,NA,NA,NA,NA
"4433","If we can raise a minimum amount of £250.00 then we are in for a chance of having that amount doubled. So please help!","if we can raise a minimum amount of � then we",12,"are","the","she","we","they","he",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4434","I pursue every task with conviction;","i pursue",3,"every",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4435","Up first are the florals. I simply couldn't resist indulging in this hot trend. I just love the bursts of color and beautiful patterns in these floral options. I also love that, because the dress is such a show-stopper, you can keep it simple with the accessories.","up first are the florals i simply couldnt resist indulging in this hot trend i just love the bursts of color and beautiful patterns in",26,"these","and","are","in","for","its",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4436","Ok. So whoever is in charge of membership needs to work on his communication skills cause listening to this stuff made ME feel awkward, never mind how he must have been making this new potential member feel.","ok so whoever is in charge of membership needs to work on his communication skills cause listening",18,"to","of","and","some","be","that",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4437","Today is my turn to host the new challenge at ""Magnolia Stamp Lovers"" and for the next two weeks the theme will be easy and one of my favorites ""FLOWERS"". You need to make a card using any Tilda or Edwin with flowers in their hands or flowers around them. I decided this time to make a paper bag card using one of my favorite Magnolia stamp (""Tilda in the garden""). I'm sorry the pictures are not good but I tried a few times and they either turned too dark or too light.","today is my turn to host the new challenge at magnolia stamp lovers and for the next two weeks the theme will be easy and one of my favorites flowers you need to make a card using any tilda or edwin with flowers in their hands or flowers around them i decided this time to make a",58,"paper","sure","the","it","me","up",0.0399999999990541,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4438","Faith allows us to see a future even when our own dreams have died.","faith allows",3,"us","me","the","you","us","them",0.0100000000002183,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4439","My Islam is waking up from dogmatic death","my islam",3,"is","you","which","spread","compromising","ranging",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4440","jan..inskip derby arms half (pardon me?)","janinskip derby arms half",5,"pardon","around","and","the","much","bus",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4441","Chairman, Inter Faith Relations Committee, MCB","chairman inter faith",4,"relations","and","in","that","is","to",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4442","I’ve decided to trim a lot of the fat in my life. And by fat, I mean, fake people who aren’t really friends, the negative feelings that surround me, and the literal fat.","i’ve",2,"decided",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4443","- perform CPR if victim is not breathing","perform cpr if victim is",6,"not","of","to","by",NA,NA,0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4444","After the show I was on the computer when Brian walks up to me. We exchanged pleasantries. He then showed me something online about Batman. He was like “Man, some girl showed me this. It’s alright I guess.” I didn’t think anything of it. Camp was winding down and Amanda was the last thing on my mind. I wanted to go home.","after the show i was on the computer when brian walks up to me we exchanged pleasantries he then showed me something online about batman he was like “man some girl showed me this it’s alright i guess” i didn’t think anything of it camp was winding down and amanda was the last thing on my mind i",59,"wanted","that","the","and","you","is",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4445","Supplementing Damian’s howling","supplementing",2,"damian’s",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4446","“Here is a door through which God has crossed infinity to enter our finite existence, flooding the dungeons with light. Here is a door through which we by faith my enter Heaven, a doorway made of nails and wood, a crossing, a cross. But deepen further this paradox. Ask: when were the windows most darkened for Jesus, that he could see nothing of God the Father? Answer: On Golgotha. And by what was the great door bolted shut and locked against his entering in? By the wood and the nails of the cross.","“here is a door through which god has crossed infinity to enter our finite existence flooding the dungeons with light here is a door through which we by faith my enter heaven a doorway made",36,"of","and",NA,NA,NA,NA,0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4447","Suddenly the race that I had picked to be THE event of the season, but languished with few quality fields, looked like it could be THE hottest ticket in London! Blake moved to #2 all time with the #2 performance. Sliding none other than Michael Johnson back a slot – and making 19.32 look almost normal – in a race that was faster than both Johnson’s historic Atlanta ’96 win AND Bolt’s record breaking (19.30) Beijing run.","suddenly the race that i had picked to be the event of the season but languished with few quality fields looked like it could be the hottest ticket in london blake moved to all time with the performance sliding none other than michael johnson back a slot – and making look",52,"almost","sure","the","it","my","them",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4448","You would be surprised how many interesting conversations, and people, that you come across when you are out and about. For instance, on a recent trip to walmart as I was going to the register I passed a man in an electric wheelchair, who was completely capable of waking ask two passing girls if they were single, there were some tense laughs and then it was over. And I was in the middle of it, sort of like a spectator. Now something like that would be good if I needed a view on characters who are wild punks. Then there was the time were I was in a restaurant and witnessed a group of older people walking out and there was a little altercation and then they left. And there was a time when I was standing on a city street, and this elderly woman stopped walking and randomly started telling me about her day, and then walked off. Either I’m lucky enough to get good material to use in a story, or odd things just follow me everywhere.","you would be surprised how many interesting conversations and people that you come across when you are out and about for instance on a recent trip to walmart as i was going to the register i passed a man in an electric wheelchair who was completely capable of waking ask two passing girls if they were single there were some tense laughs and then it was over and i was in the middle of it sort of like a spectator now something like that would be good if i needed a view on characters who are wild punks then there was the time were i was in a restaurant and witnessed a group of older people walking out",119,"and","and","the","through","down","my",0.0300000000006548,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4449","Release me please, show yourself and let me be.","release me please show yourself and",7,"let","to","and","in","for","was",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4450","Happy Sunday everyone! With Sunday comes another Stampin Sisters in Christ Challenge! Today our hostess is my dear friend and Layers of Color DT Sister, Linda Lucas. The Scripture Linda has chosen for this week is:","happy sunday everyone with sunday comes another stampin sisters in christ challenge today our hostess is my dear friend and layers of color dt sister linda lucas the",29,"scripture","and",NA,NA,NA,NA,0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4451","Boot Flash : 5.2-0 (15825)","boot",2,"flash","thing",NA,NA,NA,NA,0.0499999999992724,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4452","Have you ever thought how terrible it is to see these little, freakish children rubbing their noses all over the place? And how horrible the caretakers of these children are because they have neglected the welfare of their noses? No, I’m pretty sure that most view these advertisements as an attack on other brands like Kleenex and the sort. And just look at the varieties of product they have! Filled with nose irritating vapors and lotions so that you need to buy more when your nose becomes inflamed and reacts to these substances. And aren’t these wonderful Puffs tissues supposed to help you and comfort you when you’re at your worst? But they are just taking advantage of you and your wallet by claiming their tissues are the best there are! How could anyone feel good about that? Puffs take money and paychecks away from doctors, nurses, handkerchief makers, Kleenex employees and not to mention the local small business. What a truly diabolical brand.","have you ever thought how terrible it is to see these little freakish children rubbing their noses all over the place and how horrible the caretakers of these children are because they have neglected the welfare of their noses no i’m pretty",43,"sure","one","longer","matter","not","idea",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4453","(Binder) authored over 300 non-fiction articles on scientific and UFO subjects, and articles in science yearbooks on chemistry, astronomy, physics and biology. He was a member of the American Rocket Society, American Interplanetary Society, National Spaceflight Association and Aerospace Writers Association. He was also founder and editor of Space World Magazine from 1959 til 1963, subscribed to by high school and university students, as well as professional people....","binder authored over nonfiction articles on scientific and ufo subjects and articles in science yearbooks on chemistry astronomy physics and biology he was a member of the american rocket society",31,"american","troops","do","to","will","and",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4454","It should be noted the 1996 cost estimates contained in this report are much lower than the 1995 estimates for reasons explained in Vol. 1, Sec. 5.3. In fact, the prime emphasis of this report is the often fluctuating costs of the environmental management program, and not the variety or amounts of the contamination being remediated. Assumed remedial strategies for a variety of remediation scenarios are listed in Vol. 1, Table 6.2, pg. 6.8. “This analysis does not account for any costs incurred by the civilian radioactive waste management program.” (Vol. 1, pg. 6-20).","it should be noted the cost estimates contained",9,"in","of","the","me","and","us",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4455","Was it wrong to take those pictures down, ABSOLUTELY!","was it wrong to take those pictures down",9,"absolutely","of","and","from","or","the",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4456","Do you like mixing male and female items?","do you like mixing male and",7,"female","and","who","mind","card","reader",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4457","Here are some quotes that I think exemplify the role of a mother:","here are some",4,"quotes","the","not","you","some","all",0.0399999999990541,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4458","I laughed but also felt a little sheepish. I need to be patient, and also appreciate what I have already received. I also have this feeling that any money I receive will be through my own efforts, and not some random windfall. This is not a bad thing, though, as money is a strong motivator to keep me producing artwork. This doesn’t fit the romantic stereotype of the emotionally driven artist, but it’s the truth.","i laughed but also felt a little sheepish i need to be patient and also appreciate what i have already received i also have this feeling that any",29,"money","the","is","you","he","we",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4459","I had to put the brakes on that thought rather quickly!!","i had",3,"to","to","been","no","my","never",0.0100000000002183,TRUE,"to","been","the","no","my",NA,NA,NA,NA,NA
"4460","Three pieces of advice to a monsoon gardener: stay outdoors in spite of the heat, check the weather forecast yourself and grow a rattan in your garden. This is why:","three pieces of advice to a monsoon gardener stay outdoors in spite of the heat check the weather forecast yourself and grow a rattan",25,"in","few","little","lot","bit","good",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4461","The men’s families had campaigned for an inquest to be held for more than 20 years.","the men’s families had campaigned for an inquest",9,"to","hour","old","amazing","interesting","opportunity",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4462","Want to extend the life of your mascara? Add 4-5 drops of saline solution (NOT contact solution, but can be found in the same section of your local grocery or drug store) to your mascara tube, swirl the wand around a little bit to mix it, and voila! You just bought yourself another month of mascara. I tried it -- definitely works. It also resurrected my liquid eyeliner. It's magic.","want to extend the life of your mascara add drops of saline solution not contact solution but can be found in the same section of your local grocery or drug store to your mascara tube swirl the wand around a little bit to mix it and voila you just bought yourself another month of mascara i tried it",59,"definitely","was","dont","have","to","the",0.0500000000010914,FALSE,"it","all","my",NA,NA,NA,NA,NA,NA,NA
"4463","Hey 4-Eyes! Copyright Robyn Chapman, Cover Illustration by Derek Kirk Kim","hey eyes copyright robyn chapman cover illustration by derek kirk",11,"kim","miles","clark",NA,NA,NA,0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4464","Bring Protest Signs. Speak your mind about the project.","bring protest signs speak your mind about",8,"the","case","that","the","and","you",0.0300000000006548,TRUE,"is",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4465","and this looks like moonlight in your palm","and this looks like moonlight",6,"in","to","the","it","that","this",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4466","If not now, then when? Really.","if",2,"not","you","the","it","they","we",0.0199999999986176,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4467","Today I am twenty seven and still live at home and likely will for a while. I don’t drive and have never had a job before. I am currently on SSI for my Asperger’s and Anxiety. It took three tries to get it. I actually remember being told if I was pregnant I could get help.","today i am twenty seven and still live at home and likely will for a while i don’t drive and have never had a job before i am currently on ssi for my asperger’s and anxiety it took three tries to get it i actually remember being told if i",51,"was","you","them","you","the","it",0.0400000000008731,FALSE,"they","we",NA,NA,NA,NA,NA,NA,NA,NA
"4468","with the sudden wind. If there is something to say,","with the sudden wind if there is something to",10,"say","that","to","about","like","you",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4469","--for the purplish colour: amethyst, orchid, lavender","for",2,"the","the","me","my","this","you",0.00999999999839929,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4470","Phobias – Things like new places, heights, elevators, certain animals, are all things that may make people feel a bit uneasy or frightened. But people with these specific phobias feel overly frightened and powerless to control their fear, even if it doesn’t make any sense.","phobias – things like new places heights elevators certain animals are all things that may make",17,"people","be","have","not","as","you",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4471","Blah, sorry I skipped out on Monday, I was running around like a crazy person doing a ton of errands! I had to get paint for our room, got some cute clothes for the baby, grocery shopping, and a dentist appointment! I was one busy momma-to-be! I even debated on not posting today because Mr. Skinny is home and my brother came home early for the ""snow"" which is just rain now. But we played Monopoly, but now my brother is sleeping and Mr. Skinny is painting. So I'm blogging while cooking!","blah sorry i skipped out on monday i was running around like a crazy person doing a ton of errands i had to get paint for our room got some cute clothes for the baby grocery shopping and a dentist appointment i was",44,"one","was","have","am","had","think",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4472","In a fun promotion, Sourcebooks/Jabberwocky is offering signed Real Mermaids Don’t Wear Toe Rings bookplates with proof of purchase. More info HERE.","in a fun promotion sourcebooksjabberwocky is offering signed real mermaids",11,"don’t","life","world","estate","and","name",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4473","never taking for granted,","never taking",3,"for","rasa",NA,NA,NA,NA,0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4474","Last night I got my answer.","last night",3,"i","was","and","but","and","we",0.0300000000006548,FALSE,"when","before","of",NA,NA,NA,NA,NA,NA,NA
"4475","The Art of Exporting / Cristina Querrer","the art",3,"of","of","and","of","is","we",0.0399999999990541,TRUE,"teacher",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4476","to carry us away.","to carry",3,"us",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4477","This can only mean one thing.","this can",3,"only","be","see","do","find","get",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4478","Without a doubt Sugley Dene is of Newcastle's best kept secrets and well worth a visit.","without a doubt sugley dene is of newcastles",9,"best","the","my","this","course","his",0.0599999999994907,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4479","I always love finding new ways to find inspiration for design. Why not let your closet do it for you? My theory is, if you already have it, love it, and wear it, you'll probably swoon over it in you interiors as well. So take a peek into your closet and see what you have, it just might inspire your next design.","i always love finding new ways",7,"to","york","year","testament","to","and",0.0300000000006548,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4480","A dark red fox checking me out.","a dark red fox",5,"checking","and","color","red","white","pepper",0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4481","All was going okay until the final drop back down into Barley and then bang for no reason I fell over quite badly. After a few seconds I got up and just carried on and finished the race with a graze or two.","all was",3,"going","long","while","snow","today",NA,0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4482","The premise is basically King George the 5th is old and sick. He dies, and the kingship goes to his oldest son. However, his oldest son is a philanderer (or at least, is interested in one) and kings are unable to marry someone who has been divorced. That being said, the crown is then passed to the younger son, who happens to have a severe speech impediment. The time frame is that of WW2, and thus, it is extremely important that Europe has a leader that can you.... speak. So he proceeds to get a speech coach, and that's where the movie takes off, and doesn't let up. Before you complain about spoilers, all that information is given to you upfront anyways, but the movie is basically about the relationship between the two, and the growth of an unappreciated man .","the premise is basically king george the th is old and sick he dies and the kingship goes",19,"to","same","first","most","world","time",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4483","Jack: YOU DON’T HAVE TO YELL!","jack you don’t",4,"have","can","have","are","know","will",0.0500000000010914,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4484","Since the start of our education fund last year, we have screened over a thousand applications for financial aid and I have personally interviewed hundreds of them at our office in Seremban.","since the start of our education fund last year we have screened over a thousand applications for financial aid",20,"and","capitalism","and","help","control","situation",0.0299999999988358,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4485","So this year, my girls (who are my only readers at the moment) and I are reading the Bible through in a year.","so this year my girls who are my only readers at the moment and i are reading the bible through",21,"in","day","use","middle","kitchen","dark",0.0200000000004366,FALSE,"was","the","is","that","we",NA,NA,NA,NA,NA
"4486","It had felt unnecessary to re-establish that fact in our minds over and over again, and unless that personality trait is to come into play in the near future (with a big impact on the overall plot) I can’t see a reason for this loop.","it had felt unnecessary to reestablish that fact in our minds over and over again and unless that personality trait is to come into play in the near future with a big",33,"impact","few","little","lot","bit","good",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4487","Hello, my name is Julianne Snow and I am a published author. I feel like I should be standing at the front of a room addressing all of my contemporaries when I say that. Writing is an addiction that I feed on a daily basis. It’s not something that I do once in a while or on a whim; it’s a part of my identity.","hello my name is julianne snow and i am a published author i feel like i should be standing at the front of a room addressing all of my contemporaries when i say that writing is an addiction that i feed on a daily basis it’s not something that i do once in a",55,"while","the","my","this","his","our",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4488","This is unlike many other companies I know of who give the front line staff no empowerment and need everything run by the next level or two up. Even for small things. This does my head in – such a waste of time and effort on everyone’s part and 9 times out of 10, you get annoyed customers all the same. Do we really need to check with HQ or the bosses boss if someone wants to bring a small item back for a few pounds or dollars and doesn’t have the receipt, it’s unopened and clearly from that shop? No. Think of the cost of checking and delays. And the experience the customer is having. Not good and as the customer you think twice about using them again.","this is unlike many other companies i know of who give the front line staff no empowerment and need everything run by the next level or two up even for small things this does my head in – such a waste of time and effort on everyone’s part and times out of you get annoyed customers all the same do we really need to check with hq or the bosses boss if someone wants to bring a small item back for a few pounds or dollars and doesn’t have the receipt it’s unopened and clearly from that shop no think of the cost of checking and delays and the experience the customer is having not good and as the customer",121,"you","same","first","most","world","time",0.0400000000008731,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4489","Why does 21st Century Policing have me so uneasy?????","why does st century",5,"policing","in","century","pats","to","louis",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4490","I was lucky to be invited to the SEEP Network’s 2011 annual conference to present in a workshop and report for the technical track on vulnerable populations.","i was lucky to be invited to the seep network’s annual conference to present in a workshop and report for the technical track on vulnerable",26,"populations","the","my","this","his","their",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4491","I thought it was about what it looked like it was about.","i thought it was about what it looked like it",11,"was","to","the","it","that","this",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4492","A £175m scheme to transform a 12-acre site near Huddersfield town centre into ""The Waterfront Quarter"", with 500 apartments, offices, shops, restaurants, and a hotel, has been given conditional permission by Kirklees Council.","a �m scheme to transform a acre site near huddersfield town centre into the waterfront",16,"quarter","same","first","most","world","time",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4493","Earlier this week, Santos finally came out supporting the legalization of soft drugs, such as marijuana. In an interview published by Metro World News, Santos said that he favors legalization “provided everyone does it at the same time.” However, Santos balked at the idea of being the first sitting president to propose this in an international forum, citing mostly political reasons: “I would be crucified if I took the first step,” he said.","earlier this week santos finally came",7,"out","got","it","get","went","getting",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4494","is just right for the veil and tiara! The little verse is on the same stamp.","is",2,"just","the","not","that","to","an",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4495","your card.","your",2,"card","own","life","blog","body","favorite",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4496","If you are ever in the St. Louis, MO area I HIGHLY recommend you visit the museum!","if you are ever in the st louis mo area i highly recommend",14,"you","successful","doubt","encourage","recommend","upset",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
