"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","timeToPredict","Correct","prediction9","prediction10"
"1590","DISTANCE LEARNING INSTRUCTIONAL DESIGNER for the Skill Up Network (SUN) grant funded program","distance learning instructional designer",5,"for","think","really","show","future","peter","eric","electronic","fond",0.0299999999988358,FALSE,"versions","skill"
"1591","Pattern Suits, with the Laces and Buttons, may be seen at the Admiralty-Office.","pattern suits with",4,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"1592","Took today off. My 2-year old is cranky and still sick and slept from 6pm last night till 5 this morning. I didn't go to bed last night until after midnight so I am tired. I took the day off and brought her late to the daycare after the * TV episode * this morning.","took today off my year old is cranky and still sick and slept from pm last",17,"night","year","night","week","month","season","two","weekend","time",0,TRUE,"years","day"
"1593","Chris is a product director at a publisher called Shadow Mountain. Lisa is the Acquisitions Editor there. Shadow Mountain had recently delved into the national fantasy market for middle readers and young adults, finding a lot of success, including the New York Times Bestseller list, paperback sales to Simon & Schuster, movie rights, etc.","chris is a product",5,"director","service",NA,NA,NA,NA,NA,NA,NA,0.0299999999988358,FALSE,NA,NA
"1594","My ‘audition’ will be on April 8, and until then, I will be practicing every day, multiple times a day.","my ‘audition’ will be on april and until then i will be practicing every day multiple times a",19,"day","day",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE,NA,NA
"1595","Are you able to make time for personal stitching?","are",2,"you",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"1596","Ode to an Ancient Stone","ode to",3,"an",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"1597","This is my first entry - I think I am doing two - and she is just Gorjuss!! The background paper is from My Craft Studio Walk in Wonderland, which I printed twice, once with and once without Gorjuss, and cut out the bubble with her on to decoupage. I put two strips of narrow DST following the lines on the paper, then sprinkled Glamour Dust over it. She, of course, is coloured with ProMarkers, as is the gold brad in the middle of the flower.","this is my first entry i think i am doing two and she is just gorjuss the background paper is from my craft studio walk in wonderland which i printed twice once with and once without gorjuss and cut out the bubble with her on to decoupage i put two strips of narrow dst following",56,"the","year","u","instagram","time","day","think","people","back",0.0199999999967986,FALSE,"times","court"
"1598","It was only later, when we came home that it dawned fully on me, how silly I had been… all the pains and ‘ifs’ came out… what if you were there by yourself, what if it had been Paul, could I have pulled him out? What if he had NOT been able to reach me?","it was only later when we came home that it dawned fully",13,"on","functioning","even","believe","ever","ones","including","enjoy","order",0.0100000000020373,FALSE,"grown","realize"
"1599","Kind of like everything else, I make it up as I go:","kind of like everything else i make it up as i",12,"go","go",NA,NA,NA,NA,NA,NA,NA,0.0299999999988358,TRUE,NA,NA
"1600","But even though I’m no car mechanic, I do know this: I can’t take pieces of my car out of the hood. No, no, no. I can get away with taking out a few things like those little floor carpets or the antennae or glove compartment, but I cannot take things away from under the hood. Big no-no.","but even though i’m no car mechanic i do",10,"know","not","think","love","know","believe","enjoy","agree","that",0.0199999999967986,TRUE,"have","it"
"1601","The second subject was the Bande à Bonnot, a Belle Epoque anarchist group who were the first ever to use an automobile to escape from the scene of a crime. With the help of mug shots of the gang members and short film sequences on her laptop, Sylvanie de Lutèce rattled off the tale until the final, inevitable, sticky end of the gang.","the second subject was the bande � bonnot a belle epoque anarchist",13,"group","group","symbols",NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE,NA,NA
"1602","Happy New Year (two weeks later)! How are everyone's New Years Resolutions going? Tired of salads yet? Thinking of giving up on that diet? DON'T! You can do it. This salad keeps it healthy, but packs a big flavor punch. If you want to be even healthier, leave out the prosciutto and goat cheese, it is still really good!","happy new year two weeks later how are everyones new years resolutions going tired of salads yet thinking of giving",21,"up","away","us","free","thanks","time","people","back","said",0.0299999999988358,FALSE,"best","sense"
"1603","21B. CHRISTMAS/WINTER SPECIALTY SPICED BEER","b christmaswinter specialty",4,"spiced","word","good","street","center","job","play","pretty","told",0.0400000000008731,FALSE,"read","afraid"
"1604","Cody decides to make omelets for lunch. Austen is not far behind.","cody",2,"decides","became","swear","decides","rhodes",NA,NA,NA,NA,0,TRUE,NA,NA
"1605","Other markings include: a ""Cinelli Equipe"" decal on down-tube","other",2,"markings",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"1606","Apple Cider Vinegar*","apple",2,"cider","butter","tv","sauce","reports","whose","managed","devices","pie",0.0100000000020373,FALSE,"slices","google"
"1607","(Morning Walk — June 7, 1976, Los Angeles)","morning walk — june los",6,"angeles","angeles",NA,NA,NA,NA,NA,NA,NA,0.0299999999988358,TRUE,NA,NA
"1608","And the same for your comments on indigenes. You implied that they were savages and infested with fungal diseases, then said you had no beef with them. Case closed. What do they want? A formal apology? Again?","and the same for your comments on indigenes you implied that they were savages and infested with fungal diseases then said you had no beef with them case",29,"closed","will","western","old","just","one","point","court","since",0.0199999999967986,FALSE,"trying","mean"
"1609","WHAT THE FUCK IS THAT?","what the is",4,"that","best","only","most","place","first","last","real","one",0.0300000000061118,FALSE,"time","part"
"1610","There’s loads of choice for the expert panel, how about blowing a load of license fee money on bringing Dame Julie Andrews over. She originally played Eliza and was controversially overlooked for the film when Audrey Hepburn got the role. Having Julie (the original Eliza) would help to dispel the default preference for Audrey lookalikes.","there’s loads of choice for the expert panel how about blowing a load of license fee money on bringing dame julie andrews over she originally played eliza and was controversially overlooked for the film when audrey hepburn got the role having",42,"julie","life",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE,NA,NA
"1611","I contemplated one of its many lines.","i contemplated one",4,"of","day","thing","best","point","can","two","favorite","time",0.0299999999988358,FALSE,"year","another"
"1612","PK-758 Wide Eyed and Bushy Tailed - 1-1/8"" Set","pk",2,"wide",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"1613","HP) Having to think about money.","hp having",3,"to",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"1614","I don't know about you but i have to admit i loathe V-day...yes despicable i know but i do...as a matter of fact i am cringing to have to acknowledge this silly holiday or whatever you call it...but alas...alot of people like so i shall roll with it. :)","i dont know about you but i have to admit i loathe vdayyes despicable i know but i doas a matter of fact i am cringing to have to acknowledge this silly holiday or whatever you call itbut alasalot of people like so i shall",46,"roll","be",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE,NA,NA
"1615","The Statue of Liberty stands in Upper New York Bay as an icon to American freedom. Within the context of the United States, for many, New York City stands as a place to chase their dreams and also to exercise freedom to express themselves in any manner they choose without fear of ostracism. Here, New Yorkers are extremely tolerant, even embracing and nurturing eccentricities that elsewhere would be untenable. In the case where behaviors are even technically illegal but benign, laws are often not enforced.","the statue of liberty stands in upper new york bay as an icon to american freedom within the context of the united states for many new york city stands as a place to chase their dreams and also to exercise freedom to express themselves in",46,"any","scripts","said","love","oil","band","loving","manner","distaste",0.0299999999988358,FALSE,"creates","sincere"
"1616","7 pm Karaoke, DP’s Classic Grille, Sheffield. Free, Contact: 256-383-5295","pm karaoke dp’s classic grille sheffield free",8,"contact","agent","throw","time","parking","speech","throws","year","now",0.0300000000061118,FALSE,"will","home"
"1617","As sushi master, Jiro is virtuoso/maestro and conductor in one - he lives, breaths and dreams about sushi, and how to constantly take it to the next level of perfection. He instructs his team consisting of his eldest son and apprentices as a conductor leads an orchestra - pushing each through endless repetition, with improvements all along the way to be the best at their craft. Directing each to create the perfect experience for their guests, in their 10-seater space, each and every day. Jiro commands the same respect from his diners - no specialty rolls with gimmicky names, dippings or distractions like appetizers are offered here - his pristine sushi is meant to be eaten as soon as it's served, and his unspoken demand of the diner is exacting: focus on your meal. And Japanese food writer Masuhiro Yamamoto describes a meal with Jiro as like a concerto - there is a fluid progression of movements: you start with the classics, and build towards the subtly inventive, inspired cadenza, leading up to a theme with variations for finale. All in under half an hour - because Jiro runs a tight company.","as sushi master jiro is virtuosomaestro and conductor in one he lives breaths and dreams about sushi and how to constantly take it to the next level of perfection he instructs his team consisting of his eldest son and apprentices as a conductor leads an orchestra pushing each through endless repetition with improvements all along the way to be the",61,"best","one","only","best","first","ones","last","man","worst",0,TRUE,"guy","subject"
"1618","I will have approximately two hours each day to do readings. Any further venues in Europe where speaking or consulting may be required, please give me notice.","i will",3,"have","be","always","never","have","go","make","try","not",0.0199999999967986,TRUE,"take","follow"
"1619","Without a Word is Jill Kelly's memoir of her marriage to Jim Kelly, specifically as it was affected by having a severely ill/disabled baby. It came unsolicited, and I decided to give it a try. I knew I'd either like it or it wouldn't wow me. It pretty much wowed me. So I'm almost halfway through. I think I will feature a giveaway on Monday at 5 Minutes for Mom.","without a word is jill kellys memoir of her marriage to jim kelly specifically as it was affected by having a severely illdisabled baby it came unsolicited and i decided to give it a try i knew",38,"id","that","it","the","something","id","you",NA,NA,0.0299999999988358,TRUE,NA,NA
"1620","An $11 million dollar project funded by the Bill and Melinda Gates Foundation and the Coca-Cola Corporation are employing 50,000 Kenyan and Ugandan smallholders to produce fruit for Minute Maid, a subsidiary for Coca-Cola.","an million dollar project funded by",7,"the","the",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE,NA,NA
"1621","And our moods lie captive to the need.","and our moods lie",5,"captive","lie",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE,NA,NA
"1622","One must give the benefit of the doubt that Brett actually believes what he says. He lived in South Africa, and is much more aware than the Western public about the complexity of the ANC movement.","one must give the",5,"benefit","us","away","something","one","life","money","chance","shot",0.0600000000049477,FALSE,"u","good"
"1623","Although it is deplorably and sickening to think that six farm-related murders have already occurred in South Africa during the first month of 2012, one must bear in mind that the January death-count related to violent crimes, is far higher than this figure. If we had to add to this figure the number of other deaths caused by vehicle accidents, for example, then I’m sure it’s safe to declare that the month of January 2012 was a blood-spattered one.","although it is deplorably and sickening to think that six farmrelated murders have already occurred in south africa during",20,"the","asia","much","season","still","country","world","place","well",0.0299999999988358,FALSE,"first","story"
"1624","The country sold EUR 764 m of bonds due 31 January 2017, with a yield at 4.752 percent vs 3.565 percent previously, oversubscribed 3.7 times vs 2.7 previously.","the country sold eur m of bonds due january",10,"with","will","th","st","february",NA,NA,NA,NA,0.0299999999988358,FALSE,NA,NA
"1625","and it was at this time, Slim met her two best friends ..","and it was at this time slim met her",10,"two","lead","chance",NA,NA,NA,NA,NA,NA,0.0299999999988358,FALSE,NA,NA
"1626","Am I missing something?","am i missing",4,"something",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"1627","First of all let me say THANK YOU to all that took the time to hop with us on Angelica's birthday!","first of",3,"all",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"1628","Attributes: Force 1, Cunning 4, Wealth 3.","attributes force cunning",4,"wealth","wealth",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE,NA,NA
"1629","Había una vez una pequeña manzanita, que publicó un vídeo de una música que le gustaba en Facebook y me encantó. Aquí está el vídeo en Youtube.","hab�a una vez una peque�a manzanita que",8,"public�",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"1630","and when wisdom is there to fill it","and when wisdom",4,"is",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"1631","Aerodynamic Designer (Future Car Project Leader)","aerodynamic designer",3,"future","think","really","show","future","peter","eric","electronic","fond",0.0299999999988358,TRUE,"versions","skill"
"1632","RELEASE DATE: June 22, 2012","release",2,"date","party","date",NA,NA,NA,NA,NA,NA,0.0200000000040745,TRUE,NA,NA
"1633","Welcome to the June Blog Hop! If you haven't started from the beginning, then click HERE to do that. There ARE a couple of surprises along the way! (wink, wink) You'll also get to check out the two brand new MFT Sweet Sixteen members, Barbara and Kathy. Oh, and remember that both of the sets that you will see/have seen on this Hop will be available at midnight tonight!","welcome to the june blog hop if you havent started from the beginning then click here to do that there are a couple of surprises along the way wink wink youll also get to check out the",38,"two","door",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE,NA,NA
"1634","There are rules which, in my opinion, could be stricter, but I'm a hard woman to please. I love the countryside with a passion and want to protect it, and I'm sure the visitors who grace its environment are lovers of the countryside, too. People spend money in the countryside; apart from farming, tourism is a massive industry that keeps people in work and assists in giving holiday makers a memorable time. The area in which I live is no exception. We rely heavily on the tourism industry to help our economy and it's wonderful to see people enjoying the fresh air and the surrounding area, watching children have a fabulous time and seeing dogs being given their much needed exercise.","there are rules which in my opinion could be stricter but im a hard",15,"woman","time",NA,NA,NA,NA,NA,NA,NA,0.0299999999988358,FALSE,NA,NA
"1635","The story of this remarkable meeting between faiths and cultures goes back several years, when Radha Vallabha Dasa of ISKCON New York, who is currently working on a documentary on spiritual activism, envisioned a public conversation between Cornel West and the late ISKCON guru Bhakti Tirtha Swami. It made sense: Radha Vallabha admired both, they were both from the same generation, they were both from African American backgrounds and had similar experiences growing up, and they were both influential spiritual leaders.","the story of this remarkable meeting between faiths and cultures goes back several years when radha vallabha dasa of iskcon new york who is currently working on a documentary on spiritual activism envisioned a public conversation between cornel west and the late iskcon guru bhakti tirtha swami",48,"it","tirtha",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE,NA,NA
"1636","Spotify Update Brings Pandora-Like Radio Stations – As expected, Spotify on Friday began rolling out a new version of its desktop software for Windows and Mac, adding several new features, including Pandora-like radio stations. Spotify version 0.8.3 allows users to create radio stations based on a particular playlist or album. Users can start a new radio channel from any playlist or album to listen to similar songs. The update also brings a new Instant Search feature that immediately displays search results.","spotify update brings pandoralike radio stations – as expected spotify on friday began rolling out a new version of its desktop software for windows and mac adding several new features including pandoralike radio stations spotify version allows users to create radio stations based on a particular playlist or album users",51,"can","often","can",NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE,NA,NA
"1637","Firstly, peer pressure is not a teen thing. Peer pressure exists among adults, too. The pressure to have the best job, a good spouse, 2.5 kids, etc. Even on a micro level, to do/have certain things that other people in your field do/have.","firstly peer pressure is not a teen thing peer pressure exists among adults too the pressure to have the best job a good spouse kids etc even on a micro level to dohave",34,"certain","certain",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE,NA,NA
"1638","in a pot on the stove & set it on low for about 30 to 45 minutes while I cleaned my house!","in a on the stove set it on",9,"low","the",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE,NA,NA
"1639","ABV: ???? My guess is around 9 to 10%","abv my guess is",5,"around","favorite","first","last","hero","im","got","days","will",0.0300000000061118,FALSE,"thats","ill"
"1640","is rendered by Hunt as:","is rendered by hunt",5,"as",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"1641","Carmen and Done are really good friends and together they have faith for anything: small or great! A while back they were walking in the Somerset Mall together, and at one point arranged to go separate ways for a while.","carmen and done are really good friends and together they have faith for anything small or great a while back they were walking in",25,"the","the",NA,NA,NA,NA,NA,NA,NA,0,TRUE,NA,NA
"1642","Having said that, he feels Yoseikan might die a slow death, but will reguvenate as someone else discovers it at a later time. Apparently many students are too closely connected to the teacher rather than the art. In the case of Mochizuki sensei, so called loyal students who loved him and attended faithfully when he was alive, turned away, never to return to the dojo in Shizuoka after he died.","having said that he feels yoseikan might die a slow death but will reguvenate as someone else discovers it at a later time apparently many students are too closely",30,"connected","though","together","watching","finely","related","connected","van","followed",0,TRUE,"principles","cropped"
"1643","3. Pass the potatoes through a potato ricer and into a bowl.","pass the potatoes through a potato",7,"ricer","salad","fry",NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA
"1644","My husband and I lived in London for a few years so, believe me, I know what I'm missing when it comes to a northern hemisphere Christmas. There's a certain magic about crisp winter evenings, streets strewn with twinkling lights, and chestnuts roasting on every city corner that we simply can't replicate in December, Down Under, hence the ever increasing popularity of the Christmas in July festivities here.","my husband and i lived in london for a few years so believe me i know what im missing when it comes to a northern hemisphere christmas theres a certain magic about crisp winter evenings streets strewn with twinkling lights and chestnuts roasting on every city corner that we simply",51,"cant","cant","put","beautiful","means","incompatible",NA,NA,NA,0.0299999999988358,TRUE,NA,NA
"1645","And did those feet in ancient time","and",2,"did",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"1646","At trial, the prosecution called an eye witness to the robbery and shooting, who gave her account of events. The prosecution also introduced confessions from both Petitioner and Dodson.3 After the prosecution rested, both defendants invoked their constitutional right not to testify. The only witness called by either defendant was Dr. Rustico Dizon Garcia, a forensic psychiatrist, who had examined Dodson. Although he was called on Dodson’s behalf, the doctor testified that he had no opinion as to whether Dodson was legally sane, or insane, at the time of the robbery and murder.","at trial the prosecution called an eye witness to the robbery and shooting who gave her account of events the prosecution also introduced confessions from both petitioner and dodson",30,"after","said","although","prosecution","legally",NA,NA,NA,NA,0.0199999999967986,FALSE,NA,NA
"1647","Karan located an image of Raja Vikramaditya which I bowed to .. but did not feel was quite right. Not the right place. He then did some more locating and found a place near the lake between Mahakaleshwar and Hari Siddhi Mandir where there was a temple to Vikramaditya. This was the very place I was looking for and waiting to see for so long. I knew it was right as soon as I entered the place. After bowing to Durga Devi and admiring the pictures of the navaratnas of Raja Vikramaditya’s court and bowing to the Guru who had located this place after his narmada parikrama, I finally bowed to Raja Vikramaditya.","karan located an image of raja vikramaditya which i bowed to but did not feel was quite right",19,"not","now","thing","side","hand","back","around","next","time",0.0100000000020373,FALSE,"way","place"
"1648","Millions of people worldwide are waking up to the fact that they are going to have a blog — no ifs, ands, or buts. That a blog — a personal marketing and communications device — is no longer a luxury. If you expect to stay on the cutting edge of the ‘net, you’re going to be a blog publisher, or else.","millions of people worldwide are waking up to the fact that they are going to have a blog — no ifs ands or buts that a blog — a personal marketing and communications device — is no longer a luxury if you expect to stay on the cutting edge",50,"of","looking","bed","paper","boy","using","high","seat","amazing",0,FALSE,"soft","theyre"
"1649","13. Up In The Air","up in",3,"the","the","front","some",NA,NA,NA,NA,NA,0.0200000000040745,TRUE,NA,NA
"1650","Poultry also provides iron with a high degree of bioavailability, meaning your body can easily reap its benefits.","poultry also provides iron",5,"with","tooth",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE,NA,NA
"1651","How Can You Improve Your Home?","how can you improve",5,"your","get","see","make","also","use","just","take","say",0.0499999999956344,FALSE,"still","go"
"1652","I also found out about a cool blog called Just Buggin' that has Cricut challenges so I decided to enter my Santa & Sleigh. The challenge (Challenge # 11) is to create something using an animal Cricut cartridge. I think my ""Rudolph"" fits in to an animal.","i also found out about a cool blog called just buggin that has cricut challenges so i decided to enter my santa sleigh the challenge challenge is to create",30,"something","an","the","one","and",NA,NA,NA,NA,0.0100000000020373,FALSE,NA,NA
"1653","1 1/2 teaspoon of cinnamon powder","teaspoon",2,"of",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"1654","It is not comparable to the Award glut nowadays. The reason why an Award is given has no connection to a real merit anymore. The main reasons for Awards today are – a reward or return service for booked advertisement space, for booked floor space at exhibitions for getting famous people for promotion or to attract the press and to deliver the right pictures.","it is not",4,"comparable","done",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE,NA,NA
"1655","I will be the first to tell you that I hate remodeling. Mostly because I hate things being in chaos and it would eventually lead to not having a bathroom in the middle of winter. Utah winters in the past were not kind. You would sometimes have to plow a walkway to the car through 3-4 feet of snow. This year it has been 3-4 inches.","i will be the first to tell you that i hate remodeling mostly because i hate things being in chaos and it would eventually lead to not having a bathroom in the middle of winter utah winters in the",40,"past","world","first","past","same","middle","end","last","us",0.0200000000040745,TRUE,"morning","second"
"1656","Make the sugar syrup buy putting sugar and water together and allow to boil for about 5 minutes creating a sugar syrup. I think I am going to remove the zest at this point, but I am not sure.","make the sugar syrup buy putting sugar and water together",11,"and","make","one","can","even",NA,NA,NA,NA,0,FALSE,NA,NA
"1657","Hear me tell you I…forgive.","hear me tell you",5,"i�forgive","that","what","the","how","something","about",NA,NA,0.0199999999967986,FALSE,NA,NA
"1658","You can hear the angels sing","you can hear",4,"the","tell","song","passing","get","think","people","back","say",0,FALSE,"phone","difference"
"1659","The St. Louis plant had to close. It would die of old age. Workers had been making cars there since the onset of mass automotive production in the 1920s.","the st louis plant had to close it would die of old age workers had been making cars there since the onset of",24,"mass","year","most","day","best","world","new","time","season",0.0299999999988358,FALSE,"first","things"
"1660","There was a certain amount of scoffing going around a few years ago when the NFL decided to move the draft from the weekend to prime time -- eventually splitting off the first round to a separate day.","there was a certain amount of scoffing going around a few years ago when the nfl decided to move the draft from the weekend to prime time eventually",29,"splitting","make","happen","ended","like","got","just","will","come",0.0100000000020373,FALSE,"getting","used"
"1661","""The absurdity of attempting to bottle up news of such magnitude was too apparent,"" he would later write.","the absurdity of attempting to bottle up",8,"news","the","years","million","be","his","get","something","date",0.0299999999988358,FALSE,"speed","to"
"1662","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","here is why wandry matters our current system imposes a gift tax of up to when taxpayers give assets away with exceptions",23,"individuals","along","based","almost",NA,NA,NA,NA,NA,0.0199999999967986,FALSE,NA,NA
"1663","""Cheap,"" he said. ""He hit me hard enough for me to really feel it."" And then Batum rose to his feet, squared his elbows up and performed his best elbow-throwing impression of the Suns 6-foot-10 forward.","cheap he said he hit me hard enough for me to really feel",14,"it","like",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE,NA,NA
"1664","Andrade's children, Erin and son Patrick, are adults, and he said he was intrigued by the opportunity to play a mentoring role in the life of a high school student.","andrades children erin and son patrick",7,"are","god","started","late","mason","peter",NA,NA,NA,0.0499999999956344,FALSE,NA,NA
"1665","House Minority Leader Nancy Pelosi and other top Democrats had called for Weiner's resignation.","house minority leader nancy pelosi and other",8,"top","crimes","people","things","nations","problems",NA,NA,NA,0.0299999999988358,FALSE,NA,NA
"1666","The first is the love of self and the second, the love of money. Two Greek words, philautos and philargyros, succinctly express these concepts. Both, I detect, lie at the root of the world's problems. Certainly, this diagnosis is not novel. Why then are these destructive personality traits chronic in the human experience? Further, why are people who possess these attributes permitted to run rampant through communities and societies to the detriment of the greater population? The Protester seeks to curb the second phenomenon.","the first is the love of self and the",10,"second","first","other","new","way","people","best","two","world",0.0100000000020373,FALSE,"city","house"
"1667","Added East Orange Mayor Robert Bowser: ""We will not tolerate this kind of violence. ... The shooter picked the wrong city. He will be apprehended.""","added east orange mayor robert bowser we will not tolerate this kind of violence the shooter picked the wrong city he will be",24,"apprehended","the","in","able","on","available","held","at","too",0.0400000000008731,FALSE,"going","announcing"
"1668","""Looking back on it now, I realize that if I would have stayed there, it would have gotten worse and I wouldn't be where I am now.""","looking back on it now",6,"i","know","im","get","like","can","years","just","new",0.0100000000020373,FALSE,"many","thats"
"1669","Others are afraid that if they have already had breast cancer, a mammogram could spread new cancer to the other breast, she said. Again, not true.","others are afraid that if they have already had cancer a mammogram could spread new cancer to the other",20,"she","side",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE,NA,NA
"1670","If Mr. Buffett has a guilty conscience, he can increase donations to charity or simply pay more in taxes. But suggesting we raise the taxes on the wealthy will lead to more problems than it solves.","if mr buffett has a guilty conscience he can increase donations to charity or simply pay more in taxes but suggesting",22,"we",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"1671","If you're in the market for gently used, high-quality furniture, you'll want to check out ReDesign Home Consignment in Royal Oak. The other day, a lovely and traditional Thomasville dining table with eight chairs was less than $1,200.","if youre in the market for gently used highquality furniture youll want to check out redesign home consignment in royal oak the other day a lovely and traditional thomasville dining table with eight",34,"chairs","times","months","innings","years","dont","rebounds","seasons","oscar",0.0299999999988358,FALSE,"residents","red"
"1672","Today's birthday (May 9): You have amazing powers of visualization. You'll paint your ideal world in words and images and then take steps to make it real.","todays birthday may you have amazing powers of visualization youll paint your ideal world in words and images and then take steps to",24,"make","the","over","care","that","it","me","us","away",0.0400000000008731,FALSE,"effect","them"
"1673","I liked theCareerBuilder.comad with the harried office worker and the chimpanzees. And I'm a sucker for the e-Trade babies, although this one yesterday wasn't as edgy and fun as the first two incarnations. And the Bud Light rescue dog Weego was OK, although it went on too long.","i liked thecareerbuildercomad with the harried office worker and the chimpanzees and im a sucker for the etrade babies although this one yesterday wasnt as edgy and fun as the first two incarnations and the bud light rescue dog weego was ok although it went on too",48,"long","back","well","bed","long","home","made","right","wrong",0.0299999999988358,TRUE,"ahead","meet"
"1674","BL – Knight 9.","bl –",3,"knight",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"1675","Not just by the one who's left at home, wondering whose number that is on your cellphone and where you got those grass stains on your shirt collar, but also by the third party who can reject your advances to go with another suitor.","not just by the one whos left at home wondering whose number that is on your cellphone and where you got those grass stains on your shirt collar but also by the third party who can reject your",39,"advances","get","see","make","also","use","just","take","say",0.0299999999988358,FALSE,"still","go"
"1676","Though Maryland is the wealthiest state in the country, all Maryland's children are not equal. Maryland is not exempt from the conditions that allowed the Trayvon Martin tragedy to occur. Our battle for equity for all of our children is not just against individuals, it is against established systems and institutions. Child-wellbeing indicators show disparities from infancy to adulthood. See Advocates for Children and Youth at http://www.acy.org for more information. There are health disparities in infant mortality and low-birthweight babies. There are educational disparities in academic achievement and disparate administering of school discipline policies such as suspensions, expulsions, and school-based arrests. There are child welfare system disparities that show children of color being removed from home at higher rates than their white counterparts. There are juvenile justice system disparities at every stage from arrest to placement to youth being tried as adults.","though maryland is the wealthiest state in the country all marylands children are not equal maryland is not exempt from the conditions that allowed the trayvon martin tragedy",29,"to","freeman","luther",NA,NA,NA,NA,NA,NA,0.0299999999988358,FALSE,NA,NA
"1677","Barrett acknowledges now that he might have been too brusque at times.","barrett acknowledges now that",5,"he","the",NA,NA,NA,NA,NA,NA,NA,0.0200000000040745,FALSE,NA,NA
"1678","In other trading:","in other",3,"trading","words","countries","ways",NA,NA,NA,NA,NA,0.0199999999967986,FALSE,NA,NA
"1679","It is easy to check on whether a parent attends a conference with a teacher or performs volunteer hours at school. But a parent's most valuable contribution typically occurs elsewhere -- in ensuring homework gets done and in making it clear to their children that school is important.","it is easy to check on whether a",9,"parent","the","will","shes","used","win",NA,NA,NA,0.0400000000008731,FALSE,NA,NA
"1680","After the blue wall was painted I decided to brighten up the dining room table and chairs. Three of the five chairs were painted the same cream color as the interior trim, and a bold green replaced the mustard yellow on the table base.","after the blue wall",5,"was","street",NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA
"1681","The new law, which takes effect immediately, requires bareheaded riders 21 and older to carry at least $20,000 in additional medical insurance. Riders also must have passed a motorcycle safety course or have had their motorcycle endorsement for at least two years. These safeguards are woefully inadequate, given the increased risks and medical costs that come with riding without a helmet.","the new law which takes effect immediately requires",9,"bareheaded","went",NA,NA,NA,NA,NA,NA,NA,0.0299999999988358,FALSE,NA,NA
"1682","New York forward Amare Stoudemire will sit out Game 3 of the Knicks' playoff series against the Miami Heat after cutting his left hand, a person with knowledge of the situation said Tuesday, and NBA.com is reporting that Stoudemire will miss the rest of the series.","new york forward amare stoudemire will sit out",9,"game","around",NA,NA,NA,NA,NA,NA,NA,0.0200000000040745,FALSE,NA,NA
"1683","Fire crews battle thousands of wildfires in California every year. This map shows areas burned in over 7,000 of the largest wildfires between 1950 and 2010. It includes data from the California Department of Forestry and Fire Protection and federal agencies including the U.S. Forest Service. The fires shown here all are estimated to have burned more than 100 acres, but the data does not include some grass fires that burned fewer than 300 acres.","fire crews battle thousands of wildfires in california every year this map shows areas burned in over of the largest wildfires between and it includes data from the california department of forestry and",34,"fire","course","fire",NA,NA,NA,NA,NA,NA,0.0299999999988358,TRUE,NA,NA
