"","origLine","wordNoToTest","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","timeToPredict","Correct"
"749","""We have been playing everybody tough, even though our record wouldn't indicate it,"" Jeffers said. ""Everybody in our league it seems like has 20 wins and we haven't even played 20 games.""",6,"have","been","playing","everybody","tough","been","a","in",0.0300000000002001,FALSE
"750","Signal Peak has 20 days to review its records and schedule a conference with the agency, according to the letter. Then the company must develop a program to correct conditions that led to the citations.",26,"the","company","must","develop","a","of","and","to",0.00999999999976353,FALSE
"751","""This is a really excellent little street because everyone kind of knows each other,"" Heaps said.",10,"little","street","because","everyone","kind","of","the","a",0.0199999999999818,FALSE
"752","""Our whole approach is to craft messages that are very closely modulated for the political middle,"" said Colin Hanna, who directs a group, Let Freedom Ring, which plans to advertise heavily against the president starting in late spring.",34,"advertise","heavily","against","the","president","of","and","to",0.0300000000002001,FALSE
"753","But with such a long span, there's a great risk the state will discover the unpaid taxes before the next amnesty. ""You could get picked up before that,"" Testa said.",20,"unpaid","taxes","before","the","next","of","and","to",0.0199999999999818,FALSE
"754","“But it is the Canton Goodfellows that holds Nancy's heart and soul,” Supervisor Phil LaJoy said, announcing Spencer as the latest Hall of Famer.",14,"heart","and","soul","supervisor","phil","the","a","to",0.0300000000002001,FALSE
"755","Pierog favors letting the January 2011 income tax increase expire in 2014, but Hunter said that question will depend on ""how successful the General Assembly is in 2013 at righting the ship.""",18,"hunter","said","that","question","will","the","he","will",0.00999999999976353,TRUE
"756","It stars Benedict Cumberbatch as Sherlock Holmes and Martin Freeman as Dr. Watson, a veteran of the current war in Afghanistan.",10,"sherlock","holmes","and","martin","freeman","the","a","to",0.0199999999999818,FALSE
"757","DHARMSALA, India -- The Dalai Lama said Thursday that he plans to relinquish his political role as head of the Tibetan government-in-exile to a new prime minister who will be chosen in elections March 20.",31,"minister","who","will","be","chosen","a","be","in",0.0300000000002001,FALSE
"758","Chris Carpenter",2,NA,NA,NA,"chris","carpenter","christie","bosh","carpenter",0.00999999999976353,TRUE
"759","Jeff and Chris Davis have been creating the attraction for 11 years at their Milwaukie home, 8793 S.E. 43rd Ave.",19,"milwaukie","home","","se","rd","in","rd","home",0.0199999999999818,TRUE
"760","""Does it make sense economically, morally? No,"" economist Andrew Zimbalist said of the finances of college athletics. ""Is it viable in the long run? No. It's not going to work. Something has to be done.""",31,"not","going","to","work","something","the","a","be",0.0300000000002001,FALSE
"761","Once while attempting to change the pilot light in his water heater, he visited a hardware store and was reassured that ""any damn fool could do the job,"" Karen recalled.",28,"fool","could","do","the","job","of","and","to",0.0199999999999818,FALSE
"762","The attitude in the EU appears to be more proactive, though, with many saying some sort of support package has to be agreed upon, and soon. Jean-Claude Juncker, the head of the eurogroup of eurozone finance ministers, said Monday that the bloc ""has to have an instrument available to it which will allow it to help.""",14,"proactive","though","with","many","saying","the","a","of",0.00999999999976353,FALSE
"763","The donation wish list for the event is as follows: 250-315 T-shirts for committee and dancers; catered meals throughout the night; water or non-caffeinated drinks; disc jockey; live entertainment; local celebrities; plates; cups; silverware; trash cans; decorations; donor banners; tables; tablecloths; gaming devices, such as the Wii or Playstation; group activities, such as bean bag toss; coloring books; painting supplies; art supplies for children; and props and costumes for children.",70,"props","and","costumes","for","children","the","a","and",0.0300000000002001,FALSE
"764","7748 Ahern Av, $21,000",2,NA,NA,NA,"","ahern",NA,NA,NA,NA,FALSE
"765","If you can't surf like those guys but want to get into the ocean, you drive a couple of miles south (more dirt roads) to Cerritos Beach, which has milder tides, beach gear for rent and the passable Cerritos Beach Club restaurant.",31,"beach","which","has","milder","tides","a","to","been",0.0399999999999636,FALSE
"766","""By bringing all involved parties to the table earlier in the process, we will do the job better and finish it sooner,"" U.S. Transportation Secretary Ray LaHood said in a statement.",22,"better","and","finish","it","sooner","is","a","was",0.0300000000002001,FALSE
"767","chief executive officer Suzanne Sitherwood figures it was her childhood -- spent on military bases surrounded by mechanized equipment -- that steered her toward engineering.",22,"mechanized","equipment","","that","steered","the","he","will",0.00999999999976353,FALSE
"768","The Beavers (11-4, 1-2) dusted off that 1-3-1 zone to put Cal on its heels early, then finished them off with a barrage of offense that OSU fans have not seen in a long, long time.",33,"have","not","seen","in","a","the","a","for",0.0300000000002001,TRUE
"769","""He said he was in the lead?"" forward Logan Wiens exclaimed in mock disbelief Monday. ""I don't know about that one.""",19,"monday","i","don't","know","about","think","if","know",0.0199999999999818,FALSE
"770","An initiative written by Stanford University professors to scale back California's tough Three Strikes Law has garnered more than 830,000 signatures of support, virtually ensuring the measure will make the November ballot and triggering the state's latest struggle over how harshly criminals should be treated.",27,"support","virtually","ensuring","the","measure","of","and","to",0.00999999999976353,FALSE
"771","""Battery capacity, and what we do when the batteries go dim, may be an area where need to shore up,"" said David Lochbaum, a nuclear engineer with the Union of Concerned Scientists, a Washington-based watchdog group.",7,"and","what","we","do","when","the","have","to",0.0399999999999636,FALSE
"772","4824 Theiss Rd, $213,000",3,NA,NA,"","theiss","rd","rd",NA,NA,0,TRUE
"773","Lady Gaga, with Jason Derülo and Semi Precious Weapons opening",2,NA,NA,NA,"lady","gaga","gaga","with",NA,0.0100000000002183,TRUE
"774","The Answer: There are a couple of unsettling things in Third Federal's financials, namely that its loan delinquencies have been rising when other banks' delinquencies have been falling. Plus, about 75 percent of its losses are in home equity lines and loans.",31,"been","falling","plus","about","","a","the","his",0.0299999999997453,FALSE
"775","""I just don't see how citizens should want to support a budget where their teachers have not wanted to be part of the shared sacrifice,"" Christie said Monday.",21,"not","wanted","to","be","part","the","a","be",0.0199999999999818,FALSE
"776","The money is a much-needed cash infusion for the constrained NIH budget, said Dr. Ann C. Bonham, chief scientific officer for the Association of American Medical Colleges, which has been a major advocate for more research funding.",20,"c","bonham","chief","scientific","officer","officer","chief","executive",0.0300000000002001,TRUE
"777","Alfredo Amezaga walked with one out in the opening inning and tried to make it to third on a Gonzalez single to right, but was thrown out by John Mayberry Jr.",28,"but","was","thrown","out","by","the","of","and",0.0199999999999818,FALSE
"778","Thomason defended the 826-member agency's use of force, saying that fewer than one percent of contacts between officers and suspects result in shootings by police. There were 10 last year, including six fatalities, he said. No officers involved in shootings since 2004 were charged with crimes, and so far none have been fired.",26,"in","shootings","by","police","there","the","a","said",0.0300000000002001,FALSE
"779","Eddie Johnson: Forward, 25, two seasons with USSF Austin Aztex. Johnson led the Aztex with 14 goals in 2010, second in the league to Pore. A native of England, Johnson started his career with EPL's Manchester United and played nine seasons with various European teams before coming to Austin in 2009.",13,"austin","aztex","johnson","led","the","to","the","a",0.00999999999976353,TRUE
"780","What are some of your duties as curator?",8,"of","your","duties","as","curator","the","a","as",0.0199999999999818,FALSE
"781","As politicians jockey for position next year, they will all face a worried electorate, according to an Ohio Poll sponsored by the University of Cincinnati released today.",25,"by","the","university","of","cincinnati","the","a","of",0.0300000000002001,FALSE
"782","The New Jersey Board of Public Utilities today plans to discuss how to handle an administrative error that officials believe mistakenly awarded up to $4.5 million in power bill subsidies to low-income residents across the state, according to a report in the Courier Post.",9,"of","public","utilities","today","plans","the","a","was",0.00999999999976353,FALSE
"783","Under Jedlicka's leadership, the college also began a track in 2006 for registered nurses with a diploma or an associate's degree in nursing who are also seeking to complete a bachelor of science in nursing.",25,"degree","in","nursing","who","are","the","a","are",0.0399999999999636,TRUE
"784","The lone survivor of the slayings, Brittany Mederos, 19, attends youth programs at Vineyard Community, Associate Pastor Danny Mullins said. The church also is close to the Lago Estancia neighborhood where the shootings occurred.",16,"programs","at","vineyard","community","associate","the","a","home",0.0100000000002183,FALSE
"785","""Wrath of the Titans""",4,NA,"wrath","of","the","titans","of","the","and",0.0199999999999818,FALSE
"786","Van Gundy might have some opportunities to work from some other team's bench:",11,"to","work","from","some","other","the","a","of",0.0299999999997453,FALSE
"787","Similarly, after Capistrano's school board imposed the 10.1 percent pay cut last month, teachers resoundingly voted to authorize a strike unless the district was willing to return to the negotiating table.",15,"cut","last","month","teachers","resoundingly","the","of","year",0.0300000000002001,FALSE
"788","He functions well not only in his capacity as a choral figure within the play but also as a contemporary observer on the nature of theater.",4,NA,"he","functions","well","not","said","was","the",0,FALSE
"789","There is one caution flag for Hancock.",6,"is","one","caution","flag","for","the","of","to",0.0300000000002001,FALSE
"790","The audit was based, in part, on surveys of 35,500 workers building products like iPods, iPads and iPhones at three Foxconn facilities in Shenzhen and Chengdu. Apple, whose own audits have found similar violations, requested the investigation.",10,"part","on","surveys","of","","the","a","his",0.0199999999999818,FALSE
"791","Returns from 92 percent of Mississippi's precincts showed Santorum with 33 percent, Gingrich 31 percent and Romney 30.",3,NA,NA,"returns","from","","the","a","to",0.00999999999976353,FALSE
"792","Wiegand, who has verbally committed to the University of Tennessee-Martin, then went out and gave up just one run on seven hits, while striking out five and walking one in the 4-1 win over Blue Springs to bring home the title.",9,"committed","to","the","university","of","of","the","and",0.0199999999999818,TRUE
"793","At some point, your spouse will come to you and say this is a crazy arrangement. Maybe you should part with the truck, the RV and the boat. And do you really need all of those groundskeepers?",15,"say","this","is","a","crazy","of","to","in",0.0300000000002001,FALSE
"794","Just what is this little cub up to?",2,NA,NA,NA,"just","what","to","a","in",0.00999999999976353,FALSE
"795","John Beck, who lives alone, was pronounced dead at the scene by the Morris County medical examiner.",7,"who","lives","alone","was","pronounced","a","the","in",0.0399999999999636,FALSE
"796","Further compromises are necessary before the Democratic legislation can become law early next year. But the result is likely to be a mandate to provide or buy health insurance, with 31 million more Americans getting coverage. That would mean about 94 percent of legal residents under age 65 would be covered, compared with 83 percent today.",24,"to","be","a","mandate","to","of","the","in",0.0100000000002183,FALSE
"797","Daily Cafe at Rejuvenation",3,NA,NA,"daily","cafe","at",NA,NA,NA,NA,FALSE
"798","Solon is now 7-3-5 as the Comets have scored 31 goals and allowed only nine.",2,NA,NA,NA,"solon","is","is","now",NA,0.0199999999999818,TRUE
"799","KYRSTEN SINEMA: The officer probably won't be able to accept their word because Senate Bill 1070 actually ties the hands of police. If the officer doesn't ask the basketball players for identification, the officer could be at risk for being sued for not enforcing the law.",2,NA,NA,NA,"kyrsten","sinema",NA,NA,NA,NA,FALSE
"800","The huge fullback was referring to the play in which he stormed through the center of the line and raced 51 yards before he was brought down by Prokop. Motley had been dazed by the blow on the play before but signaled to his coach that he was all right.",14,"which","he","stormed","through","the","said","the","was",0.0299999999997453,TRUE
"801","Amber Lindsey, who teaches first grade at Cherokee Elementary School.",6,"lindsey","who","teaches","first","grade","of","half","round",0.0100000000002183,FALSE
"802","""If all I'm remembered for is being a good basketball player, then I've done a bad job with the rest of my life. The Marathon Continues.""",15,"player","then","i've","done","a","and","a","for",0.0199999999999818,TRUE
"803","New York captain Ryan Callahan tied the game at 2-2 with a power-play but the celebrations were short-lived as Ovechkin's slapshot proved decisive.",18,"but","the","celebrations","were","shortlived","of","and","to",0.0300000000002001,FALSE
"804","Outside court, Griem said that he and the Bashara family ""are still just treading water and looking out for sharks. Today was another example of this.""",20,"and","looking","out","for","sharks","the","a","and",0.0299999999997453,FALSE
"805","But she irritated the teacher she subbed for by rearranging the classroom and throwing out some of the teacher's materials while she was on maternity leave.",6,"she","irritated","the","teacher","she","of","and","to",0.0199999999999818,FALSE
"806","Perhaps its biggest problem is that it has two separate and largely incompatible parts. It feels like Microsoft took a nice dress and attached it to an equally fine pantsuit and tried to pass it off as one garment. It just doesn't work.",4,NA,"perhaps","its","biggest","problem","own","a","not",0.0300000000002001,FALSE
"807","As weird as this is going to sound, I think tearing my ACL was, and I say that because it kind of reinvited the love I have for the game. When you get something taken away from you, you really miss it and it kind of re-instilled how much I really do love it. When I was able to play again, it was such a blessing that I could because the opportunity to play can just be taken away in a day.",26,"of","reinvited","the","love","i","of","the","and",0.00999999999976353,FALSE
"808","""It was a little exciting, but we had to close our game out, had to close out Philly. But I liked it.""",10,"but","we","had","to","close","the","a","be",0.0399999999999636,FALSE
"809","410 CARLINVILLE RD $85,000",3,NA,NA,"","carlinville","rd",NA,NA,NA,NA,FALSE
"810","""Players who are in the game have to make responsible decisions. You can't leave your feet, change your mind in the air, just see the defense and not just the offense. There's a time to drive and a time not to.""",5,"players","who","are","in","the","the","a","for",0.0300000000002001,TRUE
"811","For decades Iran has sponsored terror attacks that killed Jewish civilians. Should Israel not feel threatened by this country having nuclear weapons?",11,"attacks","that","killed","jewish","civilians","the","he","will",0.00999999999976353,FALSE
"812","So they broke up.",2,NA,NA,NA,"so","they","much","many","it",0.0199999999999818,FALSE
"813","Most important, Gilligan wants the brightly colored birds to go to good homes, noting many came to Helping Wing as a result of people who made what she describes as ""spontaneous buys"" — without realizing the commitment owning one entails.",26,"result","of","people","who","made","the","a","are",0.0100000000002183,FALSE
"814","""But we're still buying Christmas presents for our eight grandchildren,"" said his 75-year-old wife, Maria.",12,"our","eight","grandchildren","said","his","the","he","a",0.0399999999999636,FALSE
"815","Costanzo does a little of everything - producer, bass, keyboard, drums, DJ. Lagemann is the rapper of the group and plays a little guitar. Albrecht is not in the band proper but serves as its creative director.",23,"group","and","plays","a","little","of","to","the",0.0300000000002001,FALSE
"816","Yes, it is intimate, but that's why we're subject to very high standards of confidentiality and a very strong ethical code. An accountant who doesn't do the right thing gets into a lot of trouble. For example, if I got caught doing something 'funny,' I would get punished far more than the average individual because I'm a professional that should know better. We get a newsletter every few months from the California Board of Accountancy that divulges all the accountants in California who are in trouble. It's very serious - monkey business is not allowed.",80,"that","divulges","all","the","accountants","of","and","to",0.0299999999997453,FALSE
"817","The lawsuit was filed against the city and two Jersey City police officers. The city has asked the council to approve a $65,000 contract for Linden law firm Kologi and Simitz to represent the officers.",23,"council","to","approve","a","","of","the","to",0.0100000000002183,FALSE
"818","F Jalen Chapman, Eagle Academy",2,NA,NA,NA,"f","jalen","anderson","jalen","director",0,TRUE
"819","Across the 80-minute show, Ross wore five gowns (a white-with-gold-accents opener followed by red, blue, pink and gold). The Murat performance lacked an encore rendition of Reach Out and Touch (Somebodys Hand) thats been heard on other tour stops.",31,"reach","out","and","touch","somebodys","the","a","to",0.0299999999997453,FALSE
"820","An agreement by most European Union members to crack down on overspending will help ensure the current debt crisis isn't repeated, and might help heavily indebted governments to slowly regain market confidence.",4,NA,"an","agreement","by","most","the","a","an",0.0199999999999818,FALSE
"821","But Emanuel said he also plans to keep control.",6,"emanuel","said","he","also","plans","said","the","was",0.0199999999999818,FALSE
"822","1/4 cup (1/2 stick) unsalted butter, melted",7,"","stick","unsalted","butter","melted","melted","butter","almond",0.0199999999999818,TRUE
"823","And Tuesday night, in a little Lorain Avenue restaurant, in the heart of what was once an impenetrable political base, it flamed out.",9,"a","little","lorain","avenue","restaurant","of","to","in",0.00999999999976353,FALSE
"824","Tests showed that Breazeal's kidney was a near perfect match for Nelson.",3,NA,NA,"tests","showed","that","that","any","for",0.0199999999999818,TRUE
"825","Furniture manufacturer",2,NA,NA,NA,"furniture","manufacturer","you'll","want",NA,0.0100000000002183,FALSE
"826","Just an hour west of Chicago, charming St. Charles on the banks of the Fox River can be reached by Metra (the Union Pacific/West Line takes you into Geneva, two miles from St. Charles).",4,NA,"just","an","hour","west","in","of","for",0.0199999999999818,FALSE
"827","“We usually go a couple of times a month, just for lunch or an early dinner,” said Maloney, who lives in Independence. “It is not cheap cheap, but it is a really good value. You get a lot of food. They sell, like, big tacos platters to go ($8.75).",41,"a","lot","of","food","they","the","a","his",0.0300000000002001,FALSE
"828","Maybe so. Still identified with her red blazers, Palin on ""Today"" was trim in black accented with a red scarf, with her hair down and lightly frosted.",18,"in","black","accented","with","a","the","a","his",0.0299999999997453,TRUE
"829","The dancers are dressed in red and blue – add dashes of Dennis Dugan’s white lighting and you may sense an American flag – and prone to idiosyncratic gestures and relationships. They reach out and tilt heads, dart in spurts of energy or stand like mythical statues.",12,"blue","","add","dashes","of","wall","springs","pink",0,FALSE
"830","Previously the Detroit-Paris flights were scheduled to end in August, then start up again next summer.",12,"end","in","august","then","start","the","a","for",0.0199999999999818,FALSE
"831","Beethoven's Symphony No. 1 in C major opened the concert. Planted firmly in the Haydn-Mozart tradition of symphonic composition, it's still unmistakably Beethoven's work in its harmonies and uses of instruments.",14,"concert","planted","firmly","in","the","the","a","for",0.0399999999999636,TRUE
"832","DU has qualified for the 16-team national tournament in each of Tierney's three years with the program. Tierney previously led Princeton to 10 Final Four appearances and six NCAA titles in 22 years. Mike Chamber, The Denver Post",28,"final","four","appearances","and","six","the","a","to",0.0199999999999818,FALSE
"833","They carried it past a sea of officers in blue shirts, saluting and standing at attention as bagpipers played.",4,NA,"they","carried","it","past","is","was","a",0.0199999999999818,FALSE
"834","Height/weight: 5-11, 189",2,NA,NA,NA,"heightweight","",NA,NA,NA,NA,FALSE
"835","Avoid those hefty baggage fees by carrying it all onboard. Remember, it'll cost you big (up to $175 for some airlines) to check bags exceeding 50 pounds. That applies even if you're just one pound over. If you think you're near the limit, weigh your bags at home before you leave.",6,"those","hefty","baggage","fees","by","by","fees","too",0.0300000000002001,TRUE
"836","""It was negotiated, both parties mutually agreed the best thing was to go independent,"" Hill said.",10,"mutually","agreed","the","best","thing","of","and","to",0.00999999999976353,FALSE
"837","So is it worth it?",5,"so","is","it","worth","it","is","a","was",0.0300000000002001,FALSE
"838","On a free kick in the 21st minute, Beckham deftly chipped a ball into the penalty area that L.A.'s Mike Magee booted across the goal mouth. Rapids defender Marvell Wynne tried to head the ball out of danger but didn't get enough on it, and the ball found the net.",44,"didn't","get","enough","on","it","the","a","and",0.0199999999999818,FALSE
"839","Jones had pitched the bottom of the eighth, and Hector Santiago came on to try to close it out, but a walk and a double put Chicago's slim lead in jeopardy. Reed, who hasn't allowed a run this season, got the best of Jackson to preserve the win.",6,"had","pitched","the","bottom","of","of","and","to",0.0300000000002001,TRUE
"840","Yet those vague details still don’t bring either character to life, and the mother’s role has been so whittled down (at one point the story included a support group, where she was supposed to meet James Gandolfini) it leaves Bullock with very little to do but cry.",5,"yet","those","vague","details","still","to","another","some",0.0199999999999818,FALSE
"841","In case you haven't selected your numbers yet, a gorilla at the Columbus Zoo has already done it for you. Colo the Gorilla picked 9, 12, 21, 31 and 41, with a Mega Ball of 9. Colo has a pretty good track record. Last year, she correctly predicted the NCAA Final Four and national champion, UConn.",7,"you","haven't","selected","your","numbers","to","team","and",0,FALSE
"842","The lawsuit was filed by Cuccinelli, a Republican, in defense of a new state law passed in reaction to the federal overhaul that prohibits the government from forcing state residents to buy health insurance.",23,"to","the","federal","overhaul","that","of","the","and",0.0299999999997453,FALSE
"843","We saw a baby deer prance in front of us along the trail. A few seconds later, the mother deer came running along.",21,"later","the","mother","deer","came","of","and","to",0.0100000000002183,FALSE
"844","On the way to the beach for Carnaval in February, Sao Paulo drivers had time to get out of their cars to chat or buy snacks from vendors in the middle of the freeway. City residents often say they won't even try leaving town on a busy weekend because the traffic is just too bad.",15,"sao","paulo","drivers","had","time","to","a","been",0.0299999999997453,FALSE
"845","It's a way to personalize a wedding, and turn what can be a costly, one-time expenditure into a family keepsake.",6,"a","way","to","personalize","a","the","a","be",0.0199999999999818,TRUE
"846","Spain has joined seven other euro-zone nations in recession, according to data released Monday, providing new evidence that austerity policies are failing to spark confidence in the region's economies ahead of a week of expected anti-austerity protests and a string of important national elections.",26,"failing","to","spark","confidence","in","the","a","be",0.0300000000002001,FALSE
"847","A Phoenix Fire Department spokesman, Capt. Scott Walker, said officials received calls at 7 p.m. from witnesses reporting a serious accident near Ashler Hills Drive and Cave Creek Road.",3,NA,NA,"a","phoenix","fire","of","to","in",0,FALSE
"848","After Indiana Army Spec. Chancellor Keesling killed himself while serving in Iraq, his family prepared a memorial wall in their home. They left a space for the condolence letter from the commander-in-chief -- until they learned a suicide did not merit such a letter.",36,"commanderinchief","","until","they","learned","the","a","are",0.0299999999997453,FALSE
"849","Levine is the Tustin Unified School District's 2006 Teacher of the Year and a semifinalist in the 2006-07 Orange County Teachers of the Year program.",10,"school","district's","","teacher","of","of","or","who",0.0199999999999818,TRUE
"850","Ms. Namba says DeNA has no choice but to expand overseas. Japan is too small for the company's ambitions, though she says globalization isn't easy for most Japanese companies. ""Japanese management is not always good at working with global colleagues. We tend to feel very comfortable only working with the Japanese,"" she says. ""When I look at the global leaders among Internet companies, there are no Japanese companies.""",29,"easy","for","most","japanese","companies","the","a","of",0.0100000000002183,FALSE
"851","Lucas Oldendorff: Longview anchor",3,NA,NA,"lucas","oldendorff","longview","longview","oldendorff","anchor",0.0199999999999818,TRUE
"852","The workers left after 30-minute sit-in. ""We're not done fighting the battle,"" Ehret said.",9,"minute","sitin","we're","not","done","to","a","just",0.0300000000002001,FALSE
"853","Dr. Dre and his production team first approached Digital Domain a year ago to discuss the possibility of creating a virtual Tupac. They began work in earnest on the Coachella performance around four months ago.",26,"tupac","they","began","work","in","for","a","the",0.0199999999999818,FALSE
"854","3. Serve with crackers or pita triangles.",5,"","serve","with","crackers","or","the","a","his",0.0299999999997453,FALSE
"855","When: 9:30 a.m.-1 p.m.",3,NA,NA,"when","","am","he","you","they",0,FALSE
"856","When a player isn't connected to Wi-Fi, the app will update using the iPad's high-speed connection on Verizon's LTE network.",18,"ipad's","highspeed","connection","on","verizon's","the","a","and",0.0300000000002001,FALSE
"857","During a traffic stop north of Los Angeles late Wednesday police arrested one man and seized $2 million in cash along with 86 kilos of cocaine, drugs worth millions of dollars on the street.",10,"of","los","angeles","late","wednesday","the","a","wednesday",0.00999999999976353,TRUE
"858","“With some young guys it’s still them understanding the peak. It’s been a hard climb for them just to get back in it,” he said. “I looked at when there were 24 games left I thought, ‘Well, jeez, maybe we’re going to have to win 20.’ So I didn’t even really know how you say there’s a peak or anything. We’ve got to just take it one at a time.”",62,"peak","or","anything","weve","got","the","got","of",0.0399999999999636,TRUE
"859","The Romney campaign dismissed the omission of information as inadvertent and inconsequential, noting he has released more than 600 pages of information about his finances.",7,"campaign","dismissed","the","omission","of","of","and","to",0.0100000000002183,TRUE
"860","Burrell, who knew the victim in the rape case, kidnapped her from her home in Normandy, held a razor blade to her neck, drove her to a parking lot near the University of Missouri campus, pistol-whipped her and raped her.",10,"in","the","rape","case","kidnapped","of","the","to",0.0299999999997453,FALSE
"861","That hasn't changed in his latest venture: making custom malt blends for homebrewers that are based on professional breweries' recipes.",12,"making","custom","malt","blends","for","for","blends","it",0.0300000000002001,TRUE
"862","Warning signs at boot camp",5,"warning","signs","at","boot","camp","the","a","home",0.0199999999999818,FALSE
"863","Construction spending and pending home sales both fared better than expected in March, and private economists saw the reports as further evidence that the overall economy is stabilizing after its bleakest stretch in a half-century. If so, the economy might be able to mount a recovery in the second half of 2009.",36,"stretch","in","a","halfcentury","if","the","of","a",0.0199999999999818,FALSE
"864","On June 30, he rode in a race car at the Atlanta Motor Speedway with Jeff Burton, who estimated he reached speeds of 150 to 160 mph.",15,"the","atlanta","motor","speedway","with","of","and","to",0.0300000000002001,FALSE
"865","Jay has summited the highest tiers professionally, and he doesn't need more money.",12,"and","he","doesn't","need","more","the","to","said",0.0299999999997453,FALSE
"866","Mike Brombolich - Ladue",3,NA,NA,"mike","brombolich","","like","b","zanger",0.0100000000002183,FALSE
"867","Even then, the station's commander, Staff Sgt. Shawndelin Hall, recalled thinking, ""He's got a lot of work to do if he wants to make it happen.""",19,"lot","of","work","to","do","the","a","be",0.0199999999999818,FALSE
"868","Harvey, who moved to Hamilton 18 months ago but stresses his fiancee grew up there, and Calabro are campaigning on the popular issue of decrying high property taxes.",21,"calabro","are","campaigning","on","the","the","a","and",0.0299999999997453,TRUE
"869","For Great Lakes fisheries.",3,NA,NA,"for","great","lakes","the","a","and",0.0199999999999818,FALSE
"870","As for ""The Island President,"" viewers will likely find Nasheed a compelling figure, regardless of where they stand on the issue of climate change. Imprisoned and tortured under the Maldives' former dictator, Nasheed led a 20-year democracy movement that culminated with his being elected president in 2008 at age 41.",32,"under","the","maldives'","former","dictator","of","and","to",0.0100000000002183,FALSE
"871","After he arrived in St. Louis several weeks ago, Vescolani quickly started pressing the flesh. He started meeting area leaders in business and science, the center's staff and volunteers, as well as the executives of some other cultural institutions.",29,"the","center's","staff","and","volunteers","the","a","to",0.0299999999997453,FALSE
"872","But centralization also could allow the state to take a bigger cut of fees, too -- the overriding factor giving municipal officials, and the Ohio Municipal League, big worries.",26,"officials","and","the","ohio","municipal","of","and","the",0.0300000000002001,FALSE
"873","Meanwhile, others worry that Indiana will use its newfound status to poach Michigan companies and jobs, or at least trash-talk Michigan in competition for big projects.",18,"companies","and","jobs","or","at","the","a","to",0.0399999999999636,FALSE
"874","He knew ""The Track Too Tough To Tame"" was going to be difficult. That's why he put it on her Sprint Cup Series schedule. And Stewart would know: In 19 career starts, he's never won at Darlington. It's one of only two active tracks on the schedule where he's yet to visit Victory Lane.",18,"that's","why","he","put","it","said","was","the",0.0100000000002183,FALSE
"875","Call it the Twitterization of politics.",2,NA,NA,NA,"call","it","the","to","for",0,FALSE
"876","Number of people enrolled: TSA won't disclose",4,NA,"number","of","people","enrolled","the","a","his",0,FALSE
"877","After Gessler's letter, though, Steadman, speaking to a reporter, offered just a short response.",2,NA,NA,NA,"after","gessler's","the","a","his",0.0199999999999818,FALSE
"878","Asked by ESPN host Rick Reilly what he has left out of his one-man show 'Mike Tyson: Undisputed Truth', he said: ''I didn't talk about getting a prison official pregnant.",14,"left","out","of","his","oneman","the","a","his",0.0299999999997453,FALSE
"879","""Cover Me""",2,NA,NA,NA,"cover","me","the","large",NA,0,FALSE
"880","Cervantes said officers often charged inmates with violations they couldn't have witnessed, and at least 80 percent of inmates in the vicinity of major disturbances were found guilty of something.",6,"said","officers","often","charged","inmates","with","the","he",0.0300000000002001,FALSE
"881","Instructions: In small mixing bowl, combine soy sauce, sake, ginger and garlic. Marinate chicken pieces in the sauce for at least 20 minutes at room temperature.",18,"chicken","pieces","in","the","sauce","of","the","and",0.00999999999976353,FALSE
"882","Is it possible to check receipts and donate the difference to the Pacifica Resource Center (http://www.pacresourcecenter.org/)? In Pacifica, we already know Safeway has a big heart for they are so often at the starting line to help those in need.",18,"resource","center","httpwwwpacresourcecenterorg","in","pacifica","the","a","for",0.0199999999999818,FALSE
"883","he doesn't think he'll be able to play this weekend because of a groin injury. ""It's bothering me,"" he said Tuesday. ""It's stiff."" Portis has only 195 yards on 49 carries this season. His playing time already was on the wane with the emergence of Ryan Torain.",7,"think","he'll","be","able","to","to","a","in",0.0300000000002001,TRUE
"884","In addition, he said, storing a driver’s information in a database increases the potential for identity fraud.",8,"said","storing","a","drivers","information","of","to","in",0.0199999999999818,FALSE
"885","But Fritz makes no apologies, saying she won't trade votes or make political bargains. She also said she often hasn't had time to discuss issues with commissioners beforehand because reports for regular Wednesday council meetings are released the previous Friday afternoon. She hopes to change that system.",24,"hasn't","had","time","to","discuss","the","a","be",0.0299999999997453,FALSE
"886","If convicted on the top bias charges, Ravi faces up to 10 years in prison.",10,"bias","charges","ravi","faces","up","up","to","charges",0.0300000000002001,TRUE
"887","Game 3, at Detroit, noon April 15, NBC, CBC",8,"detroit","noon","april","","nbc","in","mayor","noon",0.0199999999999818,FALSE
"888","Here you'll find many Gold Rush era-related artifacts, firearms, gambling and saloon items, country store and barbershop objects, plus Native American baskets. Much of what you will see exhibited is museum-quality.",12,"artifacts","firearms","gambling","and","saloon","the","a","to",0.0100000000002183,FALSE
"889","Also Receiving Votes: SF Washington 9-3",2,NA,NA,NA,"also","receiving","a","the","to",0.0199999999999818,FALSE
"890","COLUMBUS, Ohio -- The growing cost of caring for Ohio's aging highways is cutting into money for badly needed projects across the state, including the second Inner Belt Bridge, ODOT officials say.",14,"ohio's","aging","highways","is","cutting","to","a","the",0,FALSE
