"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","timeToPredict","Correct"
"4422","Temperature dropped to -30 and the pipes froze, plumber came after 14 hours of waiting for him, he only charged me $1400 to replace all my pipes.","temperature dropped to and the",6,"pipes","the",0.0300000000006548,FALSE
"4423","Let me here interject: my thinking on this subject is largely influenced by Kathleen Hulser and Jan Ramirez, curators at New-York Historical Society when we did the exhibition Reading Uncle Tom’s Image: A Reconsideration of Harriet Beecher Stowe’s 150-Year-Old Character and His Legacy on the occasion of the novel’s 150th anniversary. I’ve been thinking about them a lot lately….the recent Bowery event reminded me of the exhibition on THAT topic they also curated. In retrospect it occurs to me what unique and important work they were doing. The culture needs it more than ever.","let me here interject my thinking on this subject is largely influenced by kathleen hulser and jan ramirez curators at newyork historical society when we",26,"did","the",0.0300000000006548,FALSE
"4424","I first encountered this word on Facebook about 3 or 4 years ago. It was ""Doppelganger Week"" and everyone was changing their Facebook profile pictures to celebrities that they looked like (or that looked like them). A lot of my friends really did look like certain celebrities. Some people were even lucky enough to look like more than one person. I had some friends that at first glance, I didn't realize it wasn't a picture of them. I was kind of sad because I've never been told I look like a certain celebrity nor have I ever felt like I looked like one. I didn't have anyone to change my profile picture to.","i first encountered this word on facebook about or years ago it was doppelganger week and everyone was changing their facebook profile pictures to celebrities that they looked like or that looked like them a lot of my friends really did look like certain celebrities some people were even lucky enough to look like more than one person i had some friends that at first glance i didnt realize it wasnt a picture",74,"of","few",0.0299999999988358,FALSE
"4425","06 Glamorous Hooligan-In Absentia (Red Snapper Mix)","glamorous hooliganin absentia",4,"red",NA,NA,FALSE
"4426","Then a cartoon posted to the mayor’s Facebook page causes an even greater outpouring of angst and hand-wringing among people who should know better.","then a cartoon posted to the mayor’s facebook page causes",11,"an","and",0.0300000000006548,FALSE
"4427","In case I haven't said it before, Lake Lure NC is a heavenly place. Maybe a bit touristy, but definitely still in touch with the beauty God blessed the region with. And because of all the tourists, there is a host of scenery that shows how human beings interact with nature. My tendency is to be drawn to what the children are doing, but the youthful wonder we adults have buried (perhaps) seems to really shine in these parts. I don't notice this so much at the beach, so I hope to spend more time this summer somewhere in the mountains. This painting came together with ease, which of course is a treat since it doesn't always go that way. One key difference is that I used poppy seed oil as a medium instead of walnut oil. I had switched to the walnut about a year ago just to try it, and somehow forgot about how much better suited the poppy oil is for my small work. It's a tad thinner and seems to mix with the paint more thoroughly, without the slight separation I get with the walnut. As I've said many times, my short attention span doesn't allow the luxury to spend more than an hour and a half. I lose the passion and instinct, and all perspective of what the painting needs in order to get to the heart and soul of the image.","in case i havent said it before lake lure nc is a heavenly place maybe a bit touristy but definitely still in touch with the beauty god blessed the region with and because of all the tourists there is a host of scenery that shows how human beings interact with nature my tendency is to be drawn to what the children are doing but the youthful wonder we adults have buried perhaps seems to really shine in these parts i dont notice this so much at the beach so i hope to spend more time this summer somewhere in the mountains this painting came together with ease which of course is a treat since it doesnt always go that way one key difference is that i used poppy seed oil as a medium instead of walnut oil i had switched to the walnut about a year ago just to try it and somehow forgot about how much better suited the poppy oil is for my small work its a tad thinner and seems to mix with the paint more thoroughly without",182,"the","explore",0.0299999999988358,FALSE
"4428","Have you figured it out yet? What belongs in the valley and what doesn’t? Warning: you can be trapped in the valley, but you can never escape!","have you figured it out yet what",8,"belongs","to",0,FALSE
"4429","3.Unroll the cans of crescent roll dough, and use a rolling pin to shape each sheet into 9x13 inch rectangles. Press one sheet into the bottom of a 9x13 inch baking dish. Evenly spread the cream cheese mixture into the baking dish, then cover with the remaining piece of crescent dough, and brush with melted butter. Stir together 1/2 cup of sugar with the cinnamon in a small bowl, and sprinkle evenly over the top of the cheesecake.","unroll the cans of crescent roll dough and use a rolling pin to shape each",16,"sheet","their",0.0300000000006548,FALSE
"4430","We are called the silent ranks but it’s never said why we are silent. I’m here to tell you it’s because we are waiting. We are holding our breath. It’s easy to be silent when you’re afraid to exhale. We wait…on letters, phone calls, emails and homecomings. But there’s more. We wait on training schedules, new commanders, duty rosters and dates for the field. We wait for leave approval and four-day weekends. We wait for dinner or else someone has to eat it cold. We wait for orders, Transportation, dates, and housing. We sometimes have to wait on Christmas, birthday and anniversary celebrations. We wait for phone calls that will always come at the worst possible moments and require you to give up a perfectly wonderful Saturday evening. We wait to see what last-minute changes will happen because we all know there will be some. We wait on life filled with uncertainty. We don’t usually see it that way though. To us, we are loving a soldier and couldn’t imagine life any other way.","we are called the silent ranks but it’s never said why we are silent i’m here to tell you it’s because we are waiting we are holding our breath it’s easy to be silent when you’re afraid to exhale we wait�on letters phone calls emails and homecomings but there’s more we wait on training schedules new commanders duty rosters and dates for the field we wait for",68,"leave","to",0.0399999999990541,FALSE
"4431","(for 7"" tube pan)","for",2,"tube","the",0.0300000000006548,FALSE
"4432","Only moments before the note arrived, his entire life’s ambition had been to devour unpasteurized cheese. Now just like every other time in his life it seemed, someone wanted his attention and that was suddenly the only thing that mattered. If this was some kind of joke Mike would be livid but in reality he knew he would be faking his anger because the truth was he did not want anyone to be there; other than cheese, salumi, and solitude. If the joke would be intended to give him a hard time for the way in which he insisted on anonymity with the hotel it would be a short-lived gaffe because if no one was there it would indeed be better than if someone was. Mike was now predicting, rationalizing, and imagining, which under normal circumstances serves an author well. On this occasion it was fear of seeing someone he did not want to that fueled his latent mania.","only moments before the note",6,"arrived","same",0.0100000000002183,FALSE
"4433","If we can raise a minimum amount of £250.00 then we are in for a chance of having that amount doubled. So please help!","if we can raise a minimum amount of � then we",12,"are","the",0.0200000000004366,FALSE
"4434","I pursue every task with conviction;","i pursue",3,"every",NA,NA,FALSE
"4435","Up first are the florals. I simply couldn't resist indulging in this hot trend. I just love the bursts of color and beautiful patterns in these floral options. I also love that, because the dress is such a show-stopper, you can keep it simple with the accessories.","up first are the florals i simply couldnt resist indulging in this hot trend i just love the bursts of color and beautiful patterns in",26,"these","and",0.0200000000004366,FALSE
"4436","Ok. So whoever is in charge of membership needs to work on his communication skills cause listening to this stuff made ME feel awkward, never mind how he must have been making this new potential member feel.","ok so whoever is in charge of membership needs to work on his communication skills cause listening",18,"to","of",0.0200000000004366,FALSE
"4437","Today is my turn to host the new challenge at ""Magnolia Stamp Lovers"" and for the next two weeks the theme will be easy and one of my favorites ""FLOWERS"". You need to make a card using any Tilda or Edwin with flowers in their hands or flowers around them. I decided this time to make a paper bag card using one of my favorite Magnolia stamp (""Tilda in the garden""). I'm sorry the pictures are not good but I tried a few times and they either turned too dark or too light.","today is my turn to host the new challenge at magnolia stamp lovers and for the next two weeks the theme will be easy and one of my favorites flowers you need to make a card using any tilda or edwin with flowers in their hands or flowers around them i decided this time to make a",58,"paper","sure",0.0300000000006548,FALSE
"4438","Faith allows us to see a future even when our own dreams have died.","faith allows",3,"us","the",0.0100000000002183,FALSE
"4439","My Islam is waking up from dogmatic death","my islam",3,"is","you",0.0299999999988358,FALSE
"4440","jan..inskip derby arms half (pardon me?)","janinskip derby arms half",5,"pardon","around",0.0300000000006548,FALSE
"4441","Chairman, Inter Faith Relations Committee, MCB","chairman inter faith",4,"relations","and",0.0200000000004366,FALSE
"4442","I’ve decided to trim a lot of the fat in my life. And by fat, I mean, fake people who aren’t really friends, the negative feelings that surround me, and the literal fat.","i’ve",2,"decided",NA,NA,FALSE
"4443","- perform CPR if victim is not breathing","perform cpr if victim is",6,"not","of",0.0300000000006548,FALSE
"4444","After the show I was on the computer when Brian walks up to me. We exchanged pleasantries. He then showed me something online about Batman. He was like “Man, some girl showed me this. It’s alright I guess.” I didn’t think anything of it. Camp was winding down and Amanda was the last thing on my mind. I wanted to go home.","after the show i was on the computer when brian walks up to me we exchanged pleasantries he then showed me something online about batman he was like “man some girl showed me this it’s alright i guess” i didn’t think anything of it camp was winding down and amanda was the last thing on my mind i",59,"wanted","that",0.0100000000002183,FALSE
"4445","Supplementing Damian’s howling","supplementing",2,"damian’s",NA,NA,FALSE
"4446","“Here is a door through which God has crossed infinity to enter our finite existence, flooding the dungeons with light. Here is a door through which we by faith my enter Heaven, a doorway made of nails and wood, a crossing, a cross. But deepen further this paradox. Ask: when were the windows most darkened for Jesus, that he could see nothing of God the Father? Answer: On Golgotha. And by what was the great door bolted shut and locked against his entering in? By the wood and the nails of the cross.","“here is a door through which god has crossed infinity to enter our finite existence flooding the dungeons with light here is a door through which we by faith my enter heaven a doorway made",36,"of","and",0.069999999999709,FALSE
"4447","Suddenly the race that I had picked to be THE event of the season, but languished with few quality fields, looked like it could be THE hottest ticket in London! Blake moved to #2 all time with the #2 performance. Sliding none other than Michael Johnson back a slot – and making 19.32 look almost normal – in a race that was faster than both Johnson’s historic Atlanta ’96 win AND Bolt’s record breaking (19.30) Beijing run.","suddenly the race that i had picked to be the event of the season but languished with few quality fields looked like it could be the hottest ticket in london blake moved to all time with the performance sliding none other than michael johnson back a slot – and making look",52,"almost","sure",0.0300000000006548,FALSE
"4448","You would be surprised how many interesting conversations, and people, that you come across when you are out and about. For instance, on a recent trip to walmart as I was going to the register I passed a man in an electric wheelchair, who was completely capable of waking ask two passing girls if they were single, there were some tense laughs and then it was over. And I was in the middle of it, sort of like a spectator. Now something like that would be good if I needed a view on characters who are wild punks. Then there was the time were I was in a restaurant and witnessed a group of older people walking out and there was a little altercation and then they left. And there was a time when I was standing on a city street, and this elderly woman stopped walking and randomly started telling me about her day, and then walked off. Either I’m lucky enough to get good material to use in a story, or odd things just follow me everywhere.","you would be surprised how many interesting conversations and people that you come across when you are out and about for instance on a recent trip to walmart as i was going to the register i passed a man in an electric wheelchair who was completely capable of waking ask two passing girls if they were single there were some tense laughs and then it was over and i was in the middle of it sort of like a spectator now something like that would be good if i needed a view on characters who are wild punks then there was the time were i was in a restaurant and witnessed a group of older people walking out",119,"and","and",0.0299999999988358,TRUE
"4449","Release me please, show yourself and let me be.","release me please show yourself and",7,"let","to",0,FALSE
"4450","Happy Sunday everyone! With Sunday comes another Stampin Sisters in Christ Challenge! Today our hostess is my dear friend and Layers of Color DT Sister, Linda Lucas. The Scripture Linda has chosen for this week is:","happy sunday everyone with sunday comes another stampin sisters in christ challenge today our hostess is my dear friend and layers of color dt sister linda lucas the",29,"scripture","and",0.0300000000006548,FALSE
"4451","Boot Flash : 5.2-0 (15825)","boot",2,"flash","thing",0.0300000000006548,FALSE
"4452","Have you ever thought how terrible it is to see these little, freakish children rubbing their noses all over the place? And how horrible the caretakers of these children are because they have neglected the welfare of their noses? No, I’m pretty sure that most view these advertisements as an attack on other brands like Kleenex and the sort. And just look at the varieties of product they have! Filled with nose irritating vapors and lotions so that you need to buy more when your nose becomes inflamed and reacts to these substances. And aren’t these wonderful Puffs tissues supposed to help you and comfort you when you’re at your worst? But they are just taking advantage of you and your wallet by claiming their tissues are the best there are! How could anyone feel good about that? Puffs take money and paychecks away from doctors, nurses, handkerchief makers, Kleenex employees and not to mention the local small business. What a truly diabolical brand.","have you ever thought how terrible it is to see these little freakish children rubbing their noses all over the place and how horrible the caretakers of these children are because they have neglected the welfare of their noses no i’m pretty",43,"sure","one",0.0299999999988358,FALSE
"4453","(Binder) authored over 300 non-fiction articles on scientific and UFO subjects, and articles in science yearbooks on chemistry, astronomy, physics and biology. He was a member of the American Rocket Society, American Interplanetary Society, National Spaceflight Association and Aerospace Writers Association. He was also founder and editor of Space World Magazine from 1959 til 1963, subscribed to by high school and university students, as well as professional people....","binder authored over nonfiction articles on scientific and ufo subjects and articles in science yearbooks on chemistry astronomy physics and biology he was a member of the american rocket society",31,"american","troops",0.0300000000006548,FALSE
"4454","It should be noted the 1996 cost estimates contained in this report are much lower than the 1995 estimates for reasons explained in Vol. 1, Sec. 5.3. In fact, the prime emphasis of this report is the often fluctuating costs of the environmental management program, and not the variety or amounts of the contamination being remediated. Assumed remedial strategies for a variety of remediation scenarios are listed in Vol. 1, Table 6.2, pg. 6.8. “This analysis does not account for any costs incurred by the civilian radioactive waste management program.” (Vol. 1, pg. 6-20).","it should be noted the cost estimates contained",9,"in","of",0.0299999999988358,FALSE
"4455","Was it wrong to take those pictures down, ABSOLUTELY!","was it wrong to take those pictures down",9,"absolutely","of",0.0400000000008731,FALSE
"4456","Do you like mixing male and female items?","do you like mixing male and",7,"female","and",0,FALSE
"4457","Here are some quotes that I think exemplify the role of a mother:","here are some",4,"quotes","of",0.0300000000006548,FALSE
"4458","I laughed but also felt a little sheepish. I need to be patient, and also appreciate what I have already received. I also have this feeling that any money I receive will be through my own efforts, and not some random windfall. This is not a bad thing, though, as money is a strong motivator to keep me producing artwork. This doesn’t fit the romantic stereotype of the emotionally driven artist, but it’s the truth.","i laughed but also felt a little sheepish i need to be patient and also appreciate what i have already received i also have this feeling that any",29,"money","the",0,FALSE
"4459","I had to put the brakes on that thought rather quickly!!","i had",3,"to","to",0.0100000000002183,TRUE
"4460","Three pieces of advice to a monsoon gardener: stay outdoors in spite of the heat, check the weather forecast yourself and grow a rattan in your garden. This is why:","three pieces of advice to a monsoon gardener stay outdoors in spite of the heat check the weather forecast yourself and grow a rattan",25,"in","few",0.0299999999988358,FALSE
"4461","The men’s families had campaigned for an inquest to be held for more than 20 years.","the men’s families had campaigned for an inquest",9,"to","hour",0.0200000000004366,FALSE
"4462","Want to extend the life of your mascara? Add 4-5 drops of saline solution (NOT contact solution, but can be found in the same section of your local grocery or drug store) to your mascara tube, swirl the wand around a little bit to mix it, and voila! You just bought yourself another month of mascara. I tried it -- definitely works. It also resurrected my liquid eyeliner. It's magic.","want to extend the life of your mascara add drops of saline solution not contact solution but can be found in the same section of your local grocery or drug store to your mascara tube swirl the wand around a little bit to mix it and voila you just bought yourself another month of mascara i tried it",59,"definitely","was",0.0499999999992724,FALSE
"4463","Hey 4-Eyes! Copyright Robyn Chapman, Cover Illustration by Derek Kirk Kim","hey eyes copyright robyn chapman cover illustration by derek kirk",11,"kim","miles",0.0300000000006548,FALSE
"4464","Bring Protest Signs. Speak your mind about the project.","bring protest signs speak your mind about",8,"the","case",0.0300000000006548,FALSE
"4465","and this looks like moonlight in your palm","and this looks like moonlight",6,"in","to",0.0299999999988358,FALSE
"4466","If not now, then when? Really.","if",2,"not","you",0.0200000000004366,FALSE
"4467","Today I am twenty seven and still live at home and likely will for a while. I don’t drive and have never had a job before. I am currently on SSI for my Asperger’s and Anxiety. It took three tries to get it. I actually remember being told if I was pregnant I could get help.","today i am twenty seven and still live at home and likely will for a while i don’t drive and have never had a job before i am currently on ssi for my asperger’s and anxiety it took three tries to get it i actually remember being told if i",51,"was","you",0.0300000000006548,FALSE
"4468","with the sudden wind. If there is something to say,","with the sudden wind if there is something to",10,"say","that",0.0299999999988358,FALSE
"4469","--for the purplish colour: amethyst, orchid, lavender","for",2,"the","the",0.0100000000002183,TRUE
"4470","Phobias – Things like new places, heights, elevators, certain animals, are all things that may make people feel a bit uneasy or frightened. But people with these specific phobias feel overly frightened and powerless to control their fear, even if it doesn’t make any sense.","phobias – things like new places heights elevators certain animals are all things that may make",17,"people","be",0.0500000000010914,FALSE
"4471","Blah, sorry I skipped out on Monday, I was running around like a crazy person doing a ton of errands! I had to get paint for our room, got some cute clothes for the baby, grocery shopping, and a dentist appointment! I was one busy momma-to-be! I even debated on not posting today because Mr. Skinny is home and my brother came home early for the ""snow"" which is just rain now. But we played Monopoly, but now my brother is sleeping and Mr. Skinny is painting. So I'm blogging while cooking!","blah sorry i skipped out on monday i was running around like a crazy person doing a ton of errands i had to get paint for our room got some cute clothes for the baby grocery shopping and a dentist appointment i was",44,"one","was",0.0299999999988358,FALSE
"4472","In a fun promotion, Sourcebooks/Jabberwocky is offering signed Real Mermaids Don’t Wear Toe Rings bookplates with proof of purchase. More info HERE.","in a fun promotion sourcebooksjabberwocky is offering signed real mermaids",11,"don’t","life",0.0200000000004366,FALSE
"4473","never taking for granted,","never taking",3,"for","the",0.0100000000002183,FALSE
"4474","Last night I got my answer.","last night",3,"i","was",0.0200000000004366,FALSE
"4475","The Art of Exporting / Cristina Querrer","the art",3,"of","of",0.00999999999839929,TRUE
"4476","to carry us away.","to carry",3,"us","out",0.0400000000008731,FALSE
"4477","This can only mean one thing.","this can",3,"only","be",0.0100000000002183,FALSE
"4478","Without a doubt Sugley Dene is of Newcastle's best kept secrets and well worth a visit.","without a doubt sugley dene is of newcastles",9,"best","the",0.0300000000006548,FALSE
"4479","I always love finding new ways to find inspiration for design. Why not let your closet do it for you? My theory is, if you already have it, love it, and wear it, you'll probably swoon over it in you interiors as well. So take a peek into your closet and see what you have, it just might inspire your next design.","i always love finding new ways",7,"to","york",0.0199999999986176,FALSE
"4480","A dark red fox checking me out.","a dark red fox",5,"checking","and",0.0300000000006548,FALSE
"4481","All was going okay until the final drop back down into Barley and then bang for no reason I fell over quite badly. After a few seconds I got up and just carried on and finished the race with a graze or two.","all was",3,"going","the",0.0100000000002183,FALSE
"4482","The premise is basically King George the 5th is old and sick. He dies, and the kingship goes to his oldest son. However, his oldest son is a philanderer (or at least, is interested in one) and kings are unable to marry someone who has been divorced. That being said, the crown is then passed to the younger son, who happens to have a severe speech impediment. The time frame is that of WW2, and thus, it is extremely important that Europe has a leader that can you.... speak. So he proceeds to get a speech coach, and that's where the movie takes off, and doesn't let up. Before you complain about spoilers, all that information is given to you upfront anyways, but the movie is basically about the relationship between the two, and the growth of an unappreciated man .","the premise is basically king george the th is old and sick he dies and the kingship goes",19,"to","same",0.0399999999990541,FALSE
"4483","Jack: YOU DON’T HAVE TO YELL!","jack you don’t",4,"have","can",0.0300000000006548,FALSE
"4484","Since the start of our education fund last year, we have screened over a thousand applications for financial aid and I have personally interviewed hundreds of them at our office in Seremban.","since the start of our education fund last year we have screened over a thousand applications for financial aid",20,"and","capitalism",0.0300000000006548,FALSE
"4485","So this year, my girls (who are my only readers at the moment) and I are reading the Bible through in a year.","so this year my girls who are my only readers at the moment and i are reading the bible through",21,"in","day",0.0299999999988358,FALSE
"4486","It had felt unnecessary to re-establish that fact in our minds over and over again, and unless that personality trait is to come into play in the near future (with a big impact on the overall plot) I can’t see a reason for this loop.","it had felt unnecessary to reestablish that fact in our minds over and over again and unless that personality trait is to come into play in the near future with a big",33,"impact","few",0.0300000000006548,FALSE
"4487","Hello, my name is Julianne Snow and I am a published author. I feel like I should be standing at the front of a room addressing all of my contemporaries when I say that. Writing is an addiction that I feed on a daily basis. It’s not something that I do once in a while or on a whim; it’s a part of my identity.","hello my name is julianne snow and i am a published author i feel like i should be standing at the front of a room addressing all of my contemporaries when i say that writing is an addiction that i feed on a daily basis it’s not something that i do once in a",55,"while","the",0.0300000000006548,FALSE
"4488","This is unlike many other companies I know of who give the front line staff no empowerment and need everything run by the next level or two up. Even for small things. This does my head in – such a waste of time and effort on everyone’s part and 9 times out of 10, you get annoyed customers all the same. Do we really need to check with HQ or the bosses boss if someone wants to bring a small item back for a few pounds or dollars and doesn’t have the receipt, it’s unopened and clearly from that shop? No. Think of the cost of checking and delays. And the experience the customer is having. Not good and as the customer you think twice about using them again.","this is unlike many other companies i know of who give the front line staff no empowerment and need everything run by the next level or two up even for small things this does my head in – such a waste of time and effort on everyone’s part and times out of you get annoyed customers all the same do we really need to check with hq or the bosses boss if someone wants to bring a small item back for a few pounds or dollars and doesn’t have the receipt it’s unopened and clearly from that shop no think of the cost of checking and delays and the experience the customer is having not good and as the customer",121,"you","same",0.0199999999986176,FALSE
"4489","Why does 21st Century Policing have me so uneasy?????","why does st century",5,"policing","in",0.0300000000006548,FALSE
"4490","I was lucky to be invited to the SEEP Network’s 2011 annual conference to present in a workshop and report for the technical track on vulnerable populations.","i was lucky to be invited to the seep network’s annual conference to present in a workshop and report for the technical track on vulnerable",26,"populations","the",0,FALSE
"4491","I thought it was about what it looked like it was about.","i thought it was about what it looked like it",11,"was","to",0.0100000000002183,FALSE
"4492","A £175m scheme to transform a 12-acre site near Huddersfield town centre into ""The Waterfront Quarter"", with 500 apartments, offices, shops, restaurants, and a hotel, has been given conditional permission by Kirklees Council.","a �m scheme to transform a acre site near huddersfield town centre into the waterfront",16,"quarter","same",0.0399999999990541,FALSE
"4493","Earlier this week, Santos finally came out supporting the legalization of soft drugs, such as marijuana. In an interview published by Metro World News, Santos said that he favors legalization “provided everyone does it at the same time.” However, Santos balked at the idea of being the first sitting president to propose this in an international forum, citing mostly political reasons: “I would be crucified if I took the first step,” he said.","earlier this week santos finally came",7,"out","got",0.0100000000002183,FALSE
"4494","is just right for the veil and tiara! The little verse is on the same stamp.","is",2,"just","the",0.0300000000006548,FALSE
"4495","your card.","your",2,"card","own",0,FALSE
"4496","If you are ever in the St. Louis, MO area I HIGHLY recommend you visit the museum!","if you are ever in the st louis mo area i highly recommend",14,"you","successful",0.0400000000008731,FALSE
"4497","You may not believe it, but when a U.S. company closes down a U.S. manufacturing plant fires its American workers and moves those good-paying jobs to China or other locations abroad, U.S. tax law actually rewards those companies with a large tax break called deferral. The tax code allows these firms to defer paying any U.S. income taxes on the earnings from those new foreign-manufactured products until those profits are returned, if ever, to this country. If a company making the same product decides to stay in this country, it is required to pay immediate U.S. taxes on the profits it earns here.","you may not believe it but when a us company closes down a us manufacturing plant fires its american workers and moves those goodpaying jobs to china or other locations abroad us tax law actually rewards those companies with a large tax break called deferral the tax code allows these firms to defer paying any us income taxes on the earnings from those new foreignmanufactured products until those profits are returned if ever to",75,"this","since",0.0100000000002183,FALSE
"4498","By the way, Tweez, that's not a bad first record to have...","by the way tweez thats not a",8,"bad","to",0.0200000000004366,FALSE
"4499","Didn't feel like carrying my camera with me so only thing I have are these phone pictures.","didnt feel like carrying my camera",7,"with","life",0.0299999999988358,FALSE
"4500","Shortly after noon officers could be seen scaling the roof of the house and attaching tarps to the roof and a fence to shield the body of the dead officer from the view of TV helicopters.","shortly after",3,"noon","the",0.0100000000002183,FALSE
"4501","Big rematch tonight as Dustin Lash, who gave Zucca his only loss, takes on Tony Zucca for the CCCW 185 amateur belt. Big reception for Zucca, who walks out with his belt and fellow training partners Dustin Jacoby and Brian Foster, as well as coach Rick Drago.","big rematch tonight as dustin lash who gave zucca his only loss takes on tony zucca for the cccw amateur belt big reception for zucca who walks out with his belt and fellow training partners dustin jacoby and brian foster as well as",44,"coach","the",0.0300000000006548,FALSE
"4502","are available of his live performances and unfortunately,","are available of his",5,"live","the",0,FALSE
"4503","Now that you are saved, you can basically do whatever the hell you want. It doesn’t matter. Just remember to repent and all will be well. You are no longer like the ordinary human being. There is something special about you now. You have a spirit inside you, though I’m not sure where exactly I placed it, that will help you to get through this life. Sometimes the spirit works, other times it will go on vacation and let you sin to your heart’s content.","now that you are saved you can basically do whatever the you want it doesn’t matter just remember to repent and all will be well you are no longer like the ordinary human being there is something special about you now you have a spirit inside you",48,"though","the",0,FALSE
"4504","perform a more efficient, effective examination.","perform a",3,"more","few",0.0200000000004366,FALSE
"4505","The Holy Place","the holy",3,"place","spirit",0.0299999999988358,FALSE
"4506","So next time you're out in the garden try to think small things create big problems. Look around and ask yourself is there anything in your garden that could cause a problem to wildlife. For example an empty flower pot can be a death trap for a fledging if it becomes trapped and cannot escape. Also when out and about if you see an elastic band, hair band or one of the plastic can holders please pick it up, pop in your pocket and pop into the bin (once you've cut it up).","so next time youre out in the garden try to think small things create big problems look around and ask yourself is there anything in your garden that could cause a problem to wildlife for example an empty flower can be a death trap for a fledging if it becomes trapped and cannot escape also when out and about if you see an elastic band hair",67,"band","of",0.0200000000004366,FALSE
"4507","The case is the latest involving men of predominantly Asian origin picking up young girls for sex.","the case is the latest involving men of predominantly asian origin picking",13,"up","of",0.0300000000006548,FALSE
"4508","""Today is also the 41st birthday of John Pinkerton, founder and brewmaster of Moon River Brewing in Savannah, Georgia. John is also involved in Beer America TV. He also brews some terrific beers and is great fun to drink a beer or three with. Join me in wishing John a very happy birthday."" (from Jay Brooks' August 16 post on Brookston Beer Bulletin)","today is also the st birthday of john pinkerton founder and brewmaster of moon river brewing in savannah georgia john is also involved in america tv he also brews some terrific beers and is great fun to drink a or three with join me in wishing john a very",50,"happy","few",0.0299999999988358,FALSE
"4509","Holy shit. This is honestly a first for me… Oh, hi by the way.","holy this is honestly a",6,"first","it",0.0200000000004366,FALSE
"4510","making comfort foods...","making comfort",3,"foods","of",0.0300000000006548,FALSE
"4511","UPDATE UPDATE: Also, feel free to ignore any of the rules above if you have sufficiently artistic reason for doing so. I'm easy like Sunday morning.","update update also feel free to ignore any of the rules above if you have sufficiently",17,"artistic","to",0.0100000000002183,FALSE
"4512","As Jon phrased it, how many other grandmothers were at the tryouts we went to? Well, none.","as jon phrased it how many other grandmothers were at the tryouts",13,"we","same",0.0299999999988358,FALSE
"4513","Rook & Rose – Floral Boutique","rook rose – floral",5,"boutique","garden",0.0300000000006548,FALSE
"4514","This post is intended as a lament of sorts, a lament for something in the culture that is dying and may never been seen again.","this post is intended as a lament of sorts a lament for something in the",16,"culture","the",0.0200000000004366,FALSE
"4515","Saul could have argued that he was not persecuting Jesus but only the disciples of Jesus. At that stage he knew better than to argue for he knew Who was speaking to him. If he was persecuting the members of the Kingdom Church he was persecuting the King.","saul could have argued that he was not persecuting jesus but only the disciples of jesus at that stage he knew better than to argue for he knew who was speaking to him if he was persecuting the members of the kingdom church he",45,"was","and",0.0199999999986176,FALSE
"4516","Ah, Ok I know this entry has been sooo super sad and depressing so I'm sorry if you are in a puddle of snot and tears. To end on a high note I have officially lost 20 lbs. Yes I said it 20 lbs....and I'm still going. I would like to lose (ideally) another 20, but I'll be happy with another 15. I just can't wait to fit into my old clothes and for Cancun...T minus 26 days and counting!!....I am going to drink a margarita the size of my head....Ole!","ah ok i know this entry has been sooo super sad and depressing so im sorry if you are in a puddle of snot and tears to end on a high note i have officially",36,"lost","to",0.0300000000006548,FALSE
"4517","On Saturday we had an East End wander and intended little by way of beer as we were going out for dinner later, but we did call into Mason and Taylor. I wrote positively about it here, some time ago. On Saturday it was quiet, being around two in the afternoon, but the contrast couldn't have been greater. Young enthusiastic staff all said hello as we walked in. My choice of Saltaire Rye IPA (£3.90) brought an immediate offer of a taster and I was asked if I knew the beer. We were advised that other samples were freely available. ""Just ask."". Brilliant. A blues ensemble with New Orleans touches, struck up and we thoroughly enjoyed two more pints of the excellent Saltaire beer. I did try a couple of BrewDog keg tasters and quite enjoyed them. Motueka seemed good, but £8 a pint is too much for my sensibilities.","on saturday we had an east end wander and intended little by way of as we were going out for dinner later but we did call into mason and taylor i wrote positively about it here some time ago on saturday it was quiet being around two in the afternoon but the contrast couldnt",55,"have","can",0,FALSE
"4518","In the dystopian, totalitarian nation of Panem, a wealthy capital city rules over an impoverished nation of districts. As penance for a previous rebellion, every year sees each district forced to enter two adolescents to participate in The Hunger Games competition; the winner receives an extensive cash sum and a chance to live amongst the wealthy, but the event is a death match where only one can survive. Elements of the film’s narrative and allegorical concerns result in an amalgamation of the likes of The Most Dangerous Game, Lord of the Flies, The Running Man, The Truman Show, Series 7: The Contenders, and Battle Royale, but The Hunger Games successfully stands on its own as a gripping entity with an interesting world courtesy of Suzanne Collins’ source material, the first in a hugely popular series of novels.","in the dystopian totalitarian nation of panem a wealthy capital city rules over an impoverished nation of districts as penance for a previous rebellion every year sees each district forced to enter two adolescents to participate in the hunger games competition the winner receives an extensive cash sum and a chance to live amongst the wealthy but the event is a death match where only one can survive elements of the film’s narrative and allegorical concerns result in an amalgamation of the likes of the most dangerous game lord of the flies the running man the truman show",99,"series","same",0.0300000000006548,FALSE
"4519","Your logo should not lose any of its punch whether in color or black and white. Logos with gradients do not print well when enlarged. The whole point of having your logo created by a professional is so that you can use it anywhere, anytime, and in any size you need.","your logo should not lose any of its punch whether in color or black and",16,"white","and",0.0299999999988358,FALSE
"4520","Top Coat: no","top",2,"coat","of",0.0200000000004366,FALSE
