"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","timeToPredict","Correct","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","prediction9","prediction10"
"172","I know I posted this picture a while back, but I didn’t write what I was thinking or I tried to post with my iPhone and the text didn’t show up. Anyway, here’s what I was thinking when I snapped the photo.","i know i posted this picture a while back but i didn’t write what i was thinking or i tried to post with my iphone and the text didn’t",30,"show","ring",0.0500000000029104,FALSE,"all","good",NA,NA,NA,NA,NA,NA,NA
"173","7. Some people will argue that Columbus Day is a day for recognition of Italians, an Italian Pride Day. Are Italians more worthy of recognitionthan other ethnic groups in this country we have proudly (?) nicknamed""The Melting Pot""? I have heard Italians say that Germans have Oktoberfest, the Irish have St. Patrick's Day and Mexicans have Cinco deMayo, but none of those are FEDERAL holidays. The only two ethnic groups worthy of recognition for their contributions and sacrifice in this land are those who were ALREADY HERE when the Europeans came and those who the Europeans BROUGHT HERE IN CHAINS. All other ethnic groups came here voluntarily. It was long overdue but African Americans finally got their holiday - Dr. Martin Luther King, Jr. Day in January.... but Native Americans still don't have a holiday (urge your congressmen and women to support House Bill #167).","some people will argue that columbus day is a day for recognition of italians an italian pride day are italians more worthy of recognitionthan other ethnic groups in this country we have proudly nicknamedthe melting i have heard italians say that germans have oktoberfest the irish have st patricks day and mexicans have cinco demayo but none of those are federal holidays the only two ethnic groups worthy of recognition for their contributions and sacrifice in this land are those who were already here when the europeans came and those who the europeans brought here in chains all other ethnic groups came here voluntarily it was long overdue but african americans finally got their holiday dr martin luther king jr day in january but native",126,"americans","americans",0.00999999999476131,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Then I get another text ""it's all good, I got it""","then i",3,"get","going",0.0200000000040745,TRUE,"another","fg","my","was","will","get","opened",NA,NA
"175","And my boys are constantly encouraged to snag their workbooks or drawing pads and let loose... which IHeart!","and my",3,"boys","second",0.0400000000081491,TRUE,"doctor","arms","hair","photo","are","new","boys",NA,NA
"176","Meanwhile in the East. The Indonesian Teen model Manohara, whom married to the Malaysians Princes Tengku Muhammad Fakhry Petra (at the age of 14, -now 18’teen), is inspiring new depths between those old national wounds of Indonesia and Malaysia.","meanwhile in the east the indonesian teen model manohara whom married to the malaysians princes tengku muhammad fakhry petra at",21,"the","the",0.0199999999895226,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","Today, it’s Summer.","today",2,"it’s","like",0.0299999999988358,FALSE,"tried","cafe","cant","werent","divine","explains","of","the","be"
"178","My parents have had the same phone number since I was two years old, which means it's been the same number for a very long time.","my parents have had the same phone number since i was two years old which means its been the same number",22,"for","of",0.0200000000040745,TRUE,"for",NA,NA,NA,NA,NA,NA,NA,NA
"179","Audi’s Q3 is an interesting proposition. It’s aimed squarely at the BMW X1 and offers decent performance from a range of small petrol and diesel engines. Combining sporty premium SUV features in a compact body, the Q3 range starts at R370,000. It looks a little ordinary but its strength will be in ride, road holding and luxury interior. In a move that is most unlike Audi, there are some really funky colours available for the Q3. Google “Samoa Orange” if you don’t believe me.","audi’s q is an interesting proposition it’s aimed squarely at the bmw x and offers decent performance from a range of small petrol and diesel engines combining sporty premium suv features in a compact body the q range starts at r it looks a little ordinary but its strength will be in ride road holding and luxury interior in a move that is most unlike audi there",68,"are","some",0.00999999999476131,TRUE,"are",NA,NA,NA,NA,NA,NA,NA,NA
"180","Handwriting: Part of the writing process is the ability to put words on paper. I know. Seems kinda obvious, right? But I've known a lot of parents (*points to self*) who expect their kids to journal and create and express their loving hearts out on paper before this skill has taken root. For some kids, the fine motor control just isn't there until age eight or so. Until then, don't feel like you're ""cheating"" if your child is verbalizing answers and sentences while you write them down.","handwriting part of the writing process is the ability to put words on paper i know seems kinda obvious right but ive known a lot of parents points to self who expect their kids to journal and create and express their loving hearts out on paper before this skill has taken root for some kids the fine motor",59,"control","control",0.0200000000040745,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Meanwhile, Greene was acting her heart out, doing the best she could with the character of a burned-out, child-like brown-acid-victim, who hysterically confesses to crimes she hasn’t committed in order to pad out the plot… but her refusal to burst into song, or call upon the “Pie Hole” gang to help solve the case definitely counts against her here. It was kinda cool to see her dressed as a hippie-ish “rock chick” though… more of that, please! Martin just seemed to be irritated by everyone and everything she encountered… presumably because she knows she’s the heroine of a murder mystery story, who can’t actually solve murder mysteries. That must be quite frustrating for her. Siemaszko was mostly there to react to exposition, but she managed to keep things fairly lively, so a tip of the hat to her for that… and I enjoyed Tina Lifford’s turn as ‘Bonnie’, the kindly owner of the B&B where the main characters take their regular coffee breaks. Other than that, everything was pretty yawn-worthy…","meanwhile greene was acting her heart out doing the best she could with the character of a burnedout childlike brownacidvictim who hysterically confesses to crimes she hasn’t committed in order to pad out the plot� but her refusal to burst into song or call upon the “pie hole” gang to help solve the case definitely counts against her here it was kinda cool to see her dressed as a hippieish “rock chick” though� more of that please martin just seemed to be irritated by everyone and everything she encountered� presumably because she knows she’s the heroine of a mystery story who can’t actually solve mysteries that must be quite frustrating for her siemaszko was mostly there to react to exposition but she managed to keep things fairly lively so a tip of the hat to her for that� and i enjoyed tina lifford’s turn as ‘bonnie’ the kindly owner of the bb where the main characters take their regular coffee breaks",162,"other","other",0.0100000000093132,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","there are a great many people in this world. we drive exactly one of them and even then i'm not sure how affixed the steering wheel is. what kind of car do you drive?","there are a great many people in this world we drive exactly one of them and even then im not sure how affixed the",25,"steering","steering",0.0199999999895226,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Although there is beautiful scenery, “Treasure Island” takes an unflinching look at the hardships of the seafaring life and features genuine tension. After the camp silliness of “Pirates of the Caribbean,” the authenticity is refreshing. As for all the stabbing and the like, well, as Long John Silver says, without violence or the threat of it, “other men take what’s yours and they live the life that should be yours.”","although there is beautiful scenery",6,"“treasure","not",0.0599999999976717,FALSE,"ring","cycle","fragrant","gowns","patterns","scenery","vibrant",NA,NA
"184","Excellent hook! I can’t imagine anyone not wanting to read what comes after that. Let’s reel ‘em in with an excerpt … three sentences long! Yep, that’s it. Three!","excellent hook i can’t imagine anyone not wanting to read what comes",13,"after","after",0.0300000000133878,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","I also have no idea what she's eating, how much she's exercising, what she's learning, how she's learning, whether she's tidying up after herself, whether she's minding her manners, how she's spending her money, what music she's listening to, how much TV she's watching, whether she's brushing her teeth and wearing her retainers, and so on and so on. I don't ask, she doesn't offer, I just don't know.","i also have no idea what shes eating how much shes exercising what shes learning how shes learning whether shes",21,"tidying","minding",0,TRUE,"tidying",NA,NA,NA,NA,NA,NA,NA,NA
"186","Kamla unphased by the picong from calypsonians….maybe that is why she avoid Skinner Park this year?","kamla unphased by the picong",6,"from","from",0.0199999999895226,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Won’t force it because to break this beautiful cycle would be suicide.","won’t force it because to break this",8,"beautiful","beautiful",0.0100000000093132,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","I slammed on my brakes and surveyed the scene. I could hardly breathe and was momentarily overwhelmed with the sights and sounds of those few seconds. As a neighbor and Mr. Dorsey rushed to Michael’s aid I turned around and rode as fast as I could to his house, back up the hill on Rittenhouse and a right turn onto 48th Avenue. A block later as I turned left, onto our street, I passed Michael’s five-year old sister Sandy at the corner and shouted to her as I passed, “Michael’s been hit by a car!” Climbing the stairs to their front porch I pounded on the open screen door and shouted inside repeating to his parents what I had just told Sandy moments before. His dad rushed out the door and leaped from their porch yelling frantically “Where? Where?” I said “Down the hill on Rittenhouse Street!” I struggled on my bike to keep up with Michael’s father as he ran like a racehorse to his son’s side. Michael’s mother arrived soon behind as I watched from a short distance away.","i slammed on my brakes and surveyed the scene i could hardly breathe and was momentarily overwhelmed with the sights and sounds of those few seconds as a neighbor and mr dorsey rushed to michael’s aid i turned around and rode as fast as i could to his house back up the hill on rittenhouse and a right turn onto th avenue a block later as i turned left onto our street i passed michael’s fiveyear old sister sandy at the corner and shouted to her as i passed “michael’s been hit by a car” climbing the stairs to their front porch i pounded on the open screen door and shouted inside repeating to his parents what i had just told sandy moments before his dad rushed out the door and leaped from their porch yelling frantically “where where” i said “down the hill on rittenhouse street” i struggled on my bike to keep up with michael’s father as he ran like",163,"a","a",0.0199999999895226,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","There’s lots to talk about in the wonderful world of CurrantC™. Mother’s Day is right around the corner and we’re featuring a new gift basket, perfect for mom. It contains our now famous Dark Chocolate with Black Currants, our brand new delicious Black Currant coulis, a beautiful fragrant currant candle, CurrantC™ All Natural Black Currant Nectar and delicious and healthy genuine dried Black Currants. Click here to order.","there’s lots to talk about in the wonderful world of currantc� mother’s day is right around the corner and we’re featuring a new gift basket perfect for mom it contains our now famous dark chocolate with black currants our brand new delicious black currant coulis a",47,"beautiful","beautiful",0.0200000000040745,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Bersih in bad light","bersih in bad",4,"light","light",0.00999999999476131,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","As kings and queens bow and play for you","as kings and queens bow and play",8,"for","you",0.0200000000040745,TRUE,"for",NA,NA,NA,NA,NA,NA,NA,NA
"192","He is not wrapped in warm garment,","he is not",4,"wrapped","in",0.00999999999476131,TRUE,"wrapped",NA,NA,NA,NA,NA,NA,NA,NA
"193","“In matters of spirit, wisdom and experience, count far more than technique or strategy. Wisdom comes from within rather than without” (1995, p. 169). Turn inward, find a guide on your spiritual journey, and listen to the wisdom of those who journeyed before you.","“in matters of spirit wisdom and experience count far more than technique or",14,"strategy","least",0.0700000000069849,FALSE,"like","time","say","might","water","just","around","alkalinity","silly"
"194","Cyrus takes Darius’ place as king of Persia and ruler over Babylon.","cyrus takes darius’ place as king of persia and",10,"ruler","ruler",0.00999999999476131,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","So after all this time, I'm still here at a day shy of 38 weeks. Baby has moved head down and into birth position (though is not well engaged in the pelvis yet), and is healthy as can be or so say the tests. The last growth scan indicated a 7+ pound infant and my new doctor cheerfully informed me that if I go to 40 weeks, we may have a 9-pounder on our hands. I did not find that amusing.","so after all this time im still here at a day shy of weeks baby has moved head down and into birth position though is not well engaged",29,"in","in",0.0200000000040745,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","The Road To Domestos","the road to",4,"domestos","domestos",0.00999999999476131,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","He could also see Tanner, his German Shepard, still asleep on his pillow over next the couch, probably because the damn dog was as drunk as he was from drinking beer last night. The dog had the strange habit of watching tourists and when one would leave the table he or she was sitting at, quickly run up, knock the bottle to the floor, and begin lapping of the spilled liquid. It was a trick Jack and other locals enjoyed since Tanner had the uncanny ability to target the most obnoxious person of whatever tourist group happened to be visiting at that time, usually a white, middle-aged American male.","he could also see tanner his german shepard still asleep on his pillow over next the couch probably because the dog was as as he was from drinking last night the dog had the strange habit of watching tourists and when one would leave the table he or she was sitting at quickly run up knock the bottle to the floor",62,"and","and",0.0300000000133878,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
