"","origLine","wordNoToTest","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","timeToPredict","Correct"
"521","The poor Gaga-a-like stood there, tears tripping her, till she were pushed into the wall and the hordes chased the ticket-stealer.",2,NA,NA,NA,"the","poor","of","and","to",0.00999999999976353,FALSE
"522","The Yeagers’ matrimonial union clearly demonstrated this lifelong friendship.",7,"matrimonial","union","clearly","demonstrated","this","clearly","demonstrated","this",0.0300000000002001,TRUE
"523","Let's go where they keep on wearin'",7,"where","they","keep","on","wearin'","the","my","and",0.0299999999997453,FALSE
"524","I heard SH coming down the stairs. ""Hey!"" he said. ""You didn't do the dishes!""",2,NA,NA,NA,"i","heard","have","to","was",0,FALSE
"525","In short, thank you everyone. You guys rule.",4,NA,"in","short","thank","you","the","a","you",0.0199999999999818,TRUE
"526","Tomorrow a favourite colour palette of mine, until then, check out some more of my stitched book paper pieces here.",15,"out","some","more","of","my","the","a","my",0.0300000000002001,TRUE
"527","2. Attention!",2,NA,NA,NA,"","attention",NA,NA,NA,NA,FALSE
"528","Can you see her with little white pumpkins dancing across her mantel for Thanksgiving?",10,"little","white","pumpkins","dancing","across","that","or","several",0.0299999999997453,FALSE
"529","Start Proclaiming Life and Power!",4,NA,"start","proclaiming","life","and","i","and","so",0.0199999999999818,TRUE
"530","Nmachi’s, which means “beauty of God” in Nigerian, joins sisters Chisom, four, and Dunebi, two.",13,"joins","sisters","chisom","four","and","years","of","day",0.0100000000002183,FALSE
"531","Make Real Estate Work for the City – especially in the cases of cities like Baltimore and Detroit which have declined from larger populations, there is a huge untapped potential in the vacant housing and real estate for economic development. First, rehabilitation of vacant housing and real estate can be the foundation for a direct job creation program with extremely valuable production. Second, selling that housing cheaply (in the case of Baltimore for a dollar) or just giving it away to working people literally spreads the wealth while expanding the city’s tax base. As occupancy rates in these properties rise, so does the value of housing and land the city owns – building up the Metropolitan Reserve Banks in turn. Third, it can provide a real solution for homelessness by just giving people a key to an apartment and access to facilities.",37,"vacant","housing","and","real","estate","i","the","a",0.0399999999999636,FALSE
"532","Ever wonder about what went on or even goes on today behind those mysterious walls at the Brooklyn Navy Yard? You can take a bus tour of the Navy Yard at 1:30 p.m. on June 21 with hop off stops along the way that provide an overview of the fascinating stories of the Navy Yard’s past, present, and future.",28,"a","bus","tour","of","the","the","a","my",0.0300000000002001,TRUE
"533","MEA CULPA follows one angels quest to save his best friend.",2,NA,NA,NA,"mea","culpa",NA,NA,NA,NA,FALSE
"534","Yard work isn’t all that Greg has been up to lately; he’s also been keeping up with his freshwater tanks. We got rid of the saltwater a while back, but we’ve still got the other two. He completely re-did the smaller one this past weekend because it had an algae problem. He put new substrate in the bottom, bought new plants, washed out the tank completely, and even gave the fish some new decorations. He’s also ordered a new bulb to help with the plants and algae. We’re hoping the new additions/upgrades keep the algae in check because the tank is looking great at the moment.",95,"new","additionsupgrades","keep","the","algae","of","and","to",0.00999999999976353,FALSE
"535","So I've made the move across the country - I actually made the move in June, but I wouldn't say that I've really settled in until now. I've got a job, I just moved into a new apartment in Portland, and I really feel like I'm beginning my life out here.",37,"just","moved","into","a","new","of","lot","and",0.0300000000002001,FALSE
"536","And finally... There's this brand new thing around! You most probably have never heard of this since it's only 2 days old and was completely unheard of before since it didn't exist until 2 days ago... It's called the ""Instagram""... Yep! Just came out a few days ago and it's pretty cool! And well if you're down with brand new tech-shit that didn't exist before 2 days ago and have A) an awesome deal on your phone data plan, B) a battery that lasts forever and C) nothing better to do... Go check it out it's pretty cool and I'm on it... Until I get sick of it in the not so distant future!!",22,"it's","only","","days","old","of","that","weeks",0.0199999999999818,FALSE
"537","Families often ask me how i can get their child to do something they can't.. well i have limited emotional investment ( not MY child) and i listen and observe the behavior so i understand the communication. If you react rather than respond you are liable to misunderstand and the behavior continues. We need to be the problem solvers we want our children to grow up to be. They need to test the rules, we need to set them. It is our job as parents to be completely present all the time, ( which is not always doable). It is necessary to be all Parent and only some person when the children are under 5. I tell parents that there is a big P and a little t in parent... we must embrace that big P in order for the adult child to walk away from us at 18 or 20 and be independent and ultimately successful.",60,"be","the","problem","solvers","we","of","and","to",0.00999999999976353,FALSE
"538","And if you missed LM's previous planning posts on CB, you can catch up right here:",4,NA,"and","if","you","missed","i","the","are",0.0399999999999636,FALSE
"539","Director: Mark Goldblatt",3,NA,NA,"director","mark","goldblatt","goldblatt","mark","inspan",0.0100000000002183,TRUE
"540","I’d never even thought about this point – that there’s free, fun exercise equipment for kids all over the place, but nothing similar for grownups – until our recent trip to Heerenveen, in the Netherlands, and discovered that such a thing actually exists. Right in downtown Heerenveen, there’s a park with ….",28,"for","grownups","","until","our","the","a","you",0.0199999999999818,FALSE
"541","However, they have a new EP coming out in a month and a bit with a song on it called The Wrong Car. I think they may have finally made a song I'm going to love more than Cold Days From The Birdhouse. I've had it on repeat since I first heard it last week - it's that good.",51,"on","repeat","since","i","first","have","to","was",0.00999999999976353,FALSE
"542","I started playing with some old schoolers recently because I just lost the spark to run anything. I wanted to play. GM burnout you know! I was somewhat disappointed that with this old school group Pathfinder was the only game being played. Damn. I made a Wizard who was a Necromancer.",47,"damn","i","made","a","wizard","of","lot","and",0.0300000000002001,FALSE
"543","Our male cat Storm notified us that he will indeed be dressing up for Halloween this year so he too can participate in trick or treat. He’s hoping for plenty of cat nip treats to bolster his already large cache.",34,"plenty","of","cat","nip","treats","the","a","my",0.0399999999999636,FALSE
"544","Produce C-G to H such that C-G =G-H Produce B-C to D such that C-D =2”",11,"cg","gh","produce","bc","to","to","produce","a",0.0100000000002183,TRUE
"545","The Good: A must read. Stassen accomplishes much with few pages (less than 80!) and few words. He tells of life before and after the Genocide; he includes the various factions and entities present, from the UN peacekeeping force to the Rwandan Patriotic Front to the Interahamwe. The brevity helps; too many words would drown this story. The simplicity emphasizes the horror.",5,"the","good","a","must","read","of","and","lot",0.0299999999997453,FALSE
"546","coaxed into unfurling, reaching, stretching",5,"coaxed","into","unfurling","reaching","stretching","the","stretching","into",0.0199999999999818,TRUE
"547","The year before last, for example, I took advantage of the economy direct flights to Pisa and took an apartment in the centre of Lucca, a short train ride away. Last year, I flew to Rome, and after spending a couple of days there, took the train up to the Tuscany/Umbria border, where I collected a car to drive the short distance to my rented apartment in a village near Lake Trasimeno.",72,"a","village","near","lake","trasimeno","of","lot","and",0.0300000000002001,FALSE
"548","The home should be a place of joy and laughter. Your home should be fun! Fun for your kids, fun for friends to come over, fun between you and your spouse. People want to ""hang out"" in places they enjoy with people they enjoy. Make your home that place.",4,NA,"the","home","should","be","of","and","be",0.0299999999997453,TRUE
"549","BUT sit and whine how “Poor” she was back in the 80′s and 90′s but wouldn’t get a decent job. OTHER mothers work. And she was not disabled.",11,"she","was","back","in","the","the","a","my",0.0199999999999818,TRUE
"550","I'll tell you about this in a later blog, it gets worse. For now all I'll say is be prepared to rough it as a runner.",13,"blog","it","gets","worse","for","was","is","a",0.0300000000002001,FALSE
"551","Hyun Suk confronts M2 with the video. They all wonder how it got there and Hyun Suk asks if they’re the ones in the video. Jae Ha is about to stand but Seung Yeon stops him. Team Leader Han takes them to task and Hyun Sung speaks up-it was them. Chang Min tells him to be specific-as in who was and who wasn’t there. Hyun Suk is shrewd and asks Chang Min what he wants to say but Jae Ha speaks up, wanting to take responsibility. Chang Min scoffs at him and Hyun Suk sees it. The team sits outside later-minus Jae Ha wondering who took the video and Tae Gun rightly points out-anyone could’ve taken the movie but not everyone could have delivered it to Hyun Suk with a look at Chang Min. Chang Min owns up to it. They wonder how he could betray the team and if he had that little confidence in himself. Chang Min scoffs, at least he’s not lying like someone else, with a look at Seung Yeon! In Hyun Suk’s office, Hyun Suk asks to hear the reason Jae Ha went on stage without the company’s permission. Did he go to earn money or he wanted to show the world his talent? Jae Ha tells them he needed the money so he took the gig and everyone just helped him. Hyun Suk asks, is it for the same reason you go out with your guitar every night? Team Leader Han is stunned. Jae Ha has a part time gig and Hyun Suk knew it? At Jae Ha’s response, Hyun Suk smiles and tells him it’s good he’s honest and confident. Meanwhile, Woo Hyun is on his way back to the company from the airport. Everyone’s still pissed at Jae Ha who comes back and tells them it’ll be fine, he’ll take the blame. Seung Yeon tells Chang Min he shouldn’t have betrayed the team like this and he rounds back at her, however anyone else says things, she has no right to condemn him. He asks her if she thinks she has the right to be on the team and turns to Ji Woo too who tries to defend Seung Yeon. Before a fight breaks out, Team Leader Han walks in.",175,"look","at","seung","yeon","in","the","least","a",0.00999999999976353,FALSE
"552","16And said to the mountains and rocks, Fall on us, and hide us from the face of him that sitteth on the throne, and from the wrath of the Lamb:",16,"hide","us","from","the","face","of","and","to",0.0300000000002001,FALSE
"553","Most Likely to Make a Grown Man Cry: Where She Went by Gayle Forman",4,NA,"most","likely","to","make","the","be","a",0.0199999999999818,FALSE
"554","Austin Lau & Bing Chen, Global YouTube Creator Program Managers, recently watched The Dominic Show’s “Dating Tips: Break Ups”",8,"bing","chen","global","youtube","creator","global","youtube","creator",0.0300000000002001,TRUE
"555","Reasonable goals. Reasonable goals.",3,NA,NA,"reasonable","goals","reasonable",NA,NA,NA,NA,FALSE
"556","You think you've seen all the yanks have to offer the world? Gangsta rap, almost naked skanks with lack luster singing voices, chemical soup that is passes of as food? How about unsustainable debt or ""corruption free"" finance built on mortgage backed derivatives backed by liar loans? Endless war in the name of democracy and in the cause of Islamic Jihad?",16,"world","gangsta","rap","almost","naked","as","all","sure",0.0199999999999818,FALSE
"557","Such is the confidence of Dojo Cuts with this material that they cover the recently departed Etta James’ 1968 soul anthem ‘I’d Rather Go Blind’ – and carry it off perfectly, with Ray delivering all the soul-preaching and testifying it needs. No mean feat.",23,"","soul","anthem","id","rather","never","like","probably",0.00999999999976353,FALSE
"558","I used Papertrey ink cardstock (stamper's select white, classic kraft), stamps (Framed Out #3) and dies (Framed Out #3, alphabet block.) I also used SU! cardstock (island indigo) & My Mind's Eye patterned paper and decorative brads.",5,"i","used","papertrey","ink","cardstock","to","have","was",0.0199999999999818,FALSE
"559","The way out of impossibilities is to fully realize that it is an illusion, perpetuated by our own attachment to an erroneous perception of reality. When we notice we are feeling mired and stuck, we can challenge the impossibilities by asking our self: “Is it true that I am not loved?” When we are open, ready and willing to release attachments to the impossibilities, the answer becomes: “No! The very essence of life itself is love. And I am of life. I am of Nature. I too am the stuff that is Nature. I am connected to everything, everywhere, always. I am love!”",64,"release","attachments","to","the","impossibilities","of","the","and",0.0300000000002001,FALSE
"560","powerful and wise leader. more important than anything, true wisdom is attained by learning from",2,NA,NA,NA,"powerful","and","and","tools","antioxidant",0.00999999999976353,TRUE
"561","Hey guys...",2,NA,NA,NA,"hey","guys",NA,NA,NA,NA,FALSE
"562","old winter right along...",2,NA,NA,NA,"old","winter","of","just","house",0,FALSE
"563","Take out desired number of burritos. Heat in microwave for 2-3 minutes or thaw burritos, wrap in foil and bake at 350 for 10 minutes.",15,"","minutes","or","thaw","burritos","the","it","a",0.0399999999999636,FALSE
"564","‘I want a girl who got a badonkadonk.’",6,"want","a","girl","who","got","of","lot","and",0.0300000000002001,FALSE
"565","At some point in the future I may post about self-publishing, but it’s too late for me to get into that tonight. It is something I want to talk about, as I had a conversation about it today, and I’ve had a lot of really interesting conversations about it in the past. And especially because I don’t really know what I think of it.",58,"especially","because","i","dont","really","to","have","was",0.00999999999976353,FALSE
"566","Parents were invited again, and I put in a brief appearance with Possum. We didn't stay long because Mousie seemed to think she had to sit with us, but we could see she wanted to join in with the dancing that was going on over at the other side of the room. I knew we made the right decision when we looked back through the window and saw her happily doing the conga with her friends.",55,"the","room","i","knew","we","to","have","was",0.0300000000002001,FALSE
"567","Today in German-speaking Europe many families set up an Advent wreath, or Adventskranz on the first Advent Sunday (the fourth before Christmas) to start off the Advent season. The picture on the left shows a typical evergreen Advent wreath with its four candles, one for each week of Advent. Traditional families gather around the wreath on each Advent Sunday to light the next candle and sing Christmas carols. This was even more important in the past, when the Christmas tree was usually reserved for a special unveiling only on Christmas Eve. Until then, the Advent wreath provided the evergreen look and aroma in the house.",89,"a","special","unveiling","only","on","of","be","one",0.0399999999999636,FALSE
"568","what team anna is facing is not a personal vendetta , this is how every common man who fights corruption is treated by corrupt officials and politicians in India.",28,"corrupt","officials","and","politicians","in","i","the","a",0.0100000000002183,FALSE
"569","time for Congolese treasure. I don't know a year on this one, no",7,"congolese","treasure","i","don't","know","have","to","was",0.0499999999997272,FALSE
"570","that my daughter will say she's going to puke",9,"say","she's","going","to","puke","the","be","a",0.0100000000002183,FALSE
"571","I then sat down with the uber-bloggers and the beauty reps. commenced telling us about their products, encouraging me to massage them into my face. I have to confess I can’t remember what the products were or what they did because I was too busy sneaking side-ways glances at ‘the Mrs Woog’.",45,"because","i","was","too","busy","to","a","have",0.0199999999999818,FALSE
"572","Now German finances are directly affected, there is no hiding it and you just know that radical moves to distance Germany from the mire will start to be put in place.",16,"and","you","just","know","that","the","i","that",0.00999999999976353,TRUE
"573","There was no time to dwell on the goal conceded so we quickly took the keys of the game and hoped into the “driver’s seat”.",3,NA,NA,"there","was","no","a","to","the",0.0199999999999818,FALSE
"574","13) Visits per Keyword - This metrics tells you how much traffic a keyword drives to your website from organic search. This will be a symptom of how often people search for that keyword and how well you rank for the keyword.",2,NA,NA,NA,"","visits",NA,NA,NA,NA,FALSE
"575","We begin with the warming, the pip of a heart.",9,"warming","the","pip","of","a","the","of","a",0.0300000000002001,TRUE
"576","The smoke and smell sealed in the memories of 2010 while welcomin in 2011...leasurely. The way I and R like it",16,"welcomin","in","leasurely","the","way","of","and","the",0.0199999999999818,FALSE
"577","But I had no interest in reading myself for several years.",8,"no","interest","in","reading","myself","the","a","my",0.0299999999997453,FALSE
"578","pecks my cheek",2,NA,NA,NA,"pecks","my",NA,NA,NA,NA,FALSE
"579","Butter- 100 gms",2,NA,NA,NA,"butter","",NA,NA,NA,NA,FALSE
"580","We crossed the Stari Most to Coppersmiths’ Street (Kujundziluk). Lined with vendors selling souvenirs made by local artists and coppersmiths, many items portrayed the Old Bridge. We visited several of the little shops. One of the coppersmiths we spoke with asked where we were from and then proudly told us he had a daughter who lives in the United States.We bought a few souvenirs for ourselves and family (later, we would see all the same kinds of souvenirs in Istanbul (read about the trip here).",82,"souvenirs","in","istanbul","read","about","the","a","my",0.0100000000002183,FALSE
"581","""time alone",2,NA,NA,NA,"time","alone","i","to","and",0,FALSE
"582","After having a rough arrival to Melbourne, with housing drama, I was very excited to take a few days from the apartment search and relax in true Aussie fashion on the beach. I made my trek to the university a whopping 9 kilometer walk to campus (just another incentive to find a new place to live). I made some fast friends waiting for the trip leaders to organize the buses and we set off for an adventure on the Great Ocean Road.",44,"a","whopping","","kilometer","walk","of","lot","and",0,FALSE
"583","I know I haven't been around much. Preoccupied. You see, in just two weeks from today I'll be driving back to the place I spent four of the best years of my life. Oddly enough, I haven't been back since.",23,"driving","back","to","the","place","of","the","and",0.0199999999999818,FALSE
"584","That is the crown of it that means those who are thinking that maybe one day I will grow less, they are wasting their time.",11,"that","means","those","who","are","i","the","who",0.0300000000002001,FALSE
"585","Of course, these were two separate photos--from two different homes. I didn't think I'd ever find a blacktop driveway that led to a brick house--a house with dormers and lots of trees.",28,"brick","housea","house","with","dormers","the","a","my",0.0199999999999818,FALSE
"586","With the cooling weather I've sought to make some comfort food - a simple borlotti bean ragu. At its heart is a soffritto - onion, celery, carrot - to which I've added red capsicum and grated zucchini. Red capsicum when slowly cooked adds a lovely sweetness to the dish and grated zucchini thickens the sauce and makes it almost creamy.",44,"when","slowly","cooked","adds","a","i","a","the",0.0299999999997453,TRUE
"587","‘$1,091,000: Political contributions sent to federal politicians for the 2012 election cycle, making it the largest oil and gas spender’.",16,"cycle","making","it","the","largest","of","and","to",0.0100000000002183,FALSE
"588","Recent FOIA releases of Barack Obama Sr.’s immigration records disclose that he was not co-habituating with Stanley Ann Dunham after the marriage and birth of Obama. In fact, the U.S. Immigration Department had been investigating if the Obama-Dunham marriage was “bona fide.”[30]",36,"department","had","been","investigating","if","to","a","the",0.0299999999997453,FALSE
"589","Joshua has a written test scheduled for this Wednesday, that is required for most of the jobs he is looking at. We would absolutely love some prayers, for peace during the test, and for Joshua's brain to be a sponge, during this studying process.",17,"for","most","of","the","jobs","of","the","and",0.0399999999999636,FALSE
"590","A3) Ricky Tuffy - Nuclear War",4,NA,"a","ricky","tuffy","","of","lot","and",0.0100000000002183,FALSE
"591","Lewis Schaffer – Different Shit, Same Suit Mike Belgrave",6,"schaffer","","different","shit","same","i","from","of",0.0299999999997453,FALSE
"592","I’d be surprised if nobody’s thought of this before.",7,"surprised","if","nobodys","thought","of","you","that","it",0.0199999999999818,FALSE
"593","Join us on facebook, and we have a website now as well that is more or less (more less at the moment) up and running",21,"less","more","less","at","the","the","least","a",0.0100000000002183,TRUE
"594","Recommended for fans of mismatched romantic leads and shows that bridge the gap between The X-files and Moonlighting.",12,"and","shows","that","bridge","the","the","i","was",0.0199999999999818,TRUE
"595","But any book or series that gets them to read is top notch on my eyes so when we heard there was a movie coming out I pledged to take them on opening night.",32,"pledged","to","take","them","on","the","be","a",0.0300000000002001,FALSE
"596","Paper: Times & Season by Echo Park - sweet stripes & fancy free inked with Cherry Cobbler ink",8,"season","by","echo","park","","the","south","with",0.0299999999997453,FALSE
"597","Sudanese President Omar al-Bashir on Monday celebrated the ” liberation” of Heglig with thousands of Sudanese fighters who fought for 10 days to restore the strategic area with Sudan’s biggest oil fields.",13,"","liberation","of","heglig","with","the","a","my",0.0199999999999818,FALSE
"598","And the prednisone. The fucking prednisone. It makes me so damn hungry that it makes me angry...angry hungry sucks. You can't ignore angry hunger. You must feed angry hunger, but it's insatiable. You never stop feeling hungry with the prednisone.",30,"must","feed","angry","hunger","but","hunger","you","but",0.0100000000002183,TRUE
"599","~The first day of summer break for the kids is a learning curve for all of us. Why? They have to re-learn how to be around each other all day long and I have to re-learn how to go about my daily routine while ignoring the petty disagreements and little tantrums coming from the family room.",17,"curve","for","all","of","us","the","a","my",0.0299999999997453,FALSE
"600","Pecans (or almonds, walnuts, etc)",3,NA,NA,"pecans","or","almonds","the","it","a",0,FALSE
"601","From the wrists that have a lean and hungry",3,NA,NA,"from","the","wrists","of","and","to",0.0199999999999818,FALSE
"602","06/24/10 BUY USDJPY 0.01 89.47",4,NA,"","buy","usdjpy","","in","new","stuff",0.0199999999999818,FALSE
"603","N—Never give up. Keep writing from the Father’s heart. When you do, people will stop and take notice. Of course, you must sit often on the Father’s lap to write from His heart. Don’t neglect time with Him.",33,"to","write","from","his","heart","the","be","a",0.0300000000002001,FALSE
"604","Like communism or socialism, capitalism is a word with objective, specific meaning. The French word “laissez-faire” literally means “let us alone.” According to Ayn Rand, the greatest contemporary philosopher who offered the best defense of this most moral economic system, capitalism simply means “a full, pure, uncontrolled, unregulated laissez-faire capitalism—with a separation of state and economics, in the same way and for the same reasons as the separation of state and church.” Sison is right in saying that capitalism is about greed and self-interest. This is because the moral justification of capitalism does not lie in the altruist claim that it represents the best way to achieve the common good. Under a true capitalist system, the achievement of common good is merely a secondary consequence.",49,"full","pure","uncontrolled","unregulated","laissezfaire","laissezfaire","unregulated","of",0.0299999999997453,TRUE
"605","N/A Certificate of appropriateness, if property in historic district;",7,"of","appropriateness","if","property","in","the","you","i",0.0100000000002183,FALSE
"606","ps. My Italian vocab/grammar knowledge is now practically non-existant. this is very, very sad and will have to be fixed immediately upon my return to the US.",11,"now","practically","nonexistant","this","is","is","and","year",0.0399999999999636,TRUE
"607","I finally got to read a few blogs this morning, and it seems like ""busy-ness"" and ""stress"" are consistent themes right now.",6,"finally","got","to","read","a","the","be","a",0.0100000000002183,TRUE
"608","We used to say that we would struggle, fight, and wage Jihad, until we regain our rights, because what was taken by force will only be restored by force, and what was taken by the sword will not be restored by the pen or the word. Unfortunately, however, we have abandoned this, and we have taken the path of the so-called “peaceful solution.” We have made one concession after another.",60,"taken","the","path","of","the","the","of","a",0.0299999999997453,TRUE
"609","I am extremely honoured to be asked to guest design here and I am really looking forward to sharing my creations with you all! :)",2,NA,NA,NA,"i","am","have","to","was",0,FALSE
"610","A wonderful new space with some great food and always great beer! Thank You Alan!",7,"new","space","with","some","great","the","a","of",0.0300000000002001,FALSE
"611","As bad as the black parts of a banana.",7,"as","the","black","parts","of","of","and","to",0.0299999999997453,TRUE
"612","What made me so sorrowful? It was pointed out to me that my heart is not perfect and the truth of it makes me mourn. It’s what I want MORE THAN ANYTHING and it cuts cruel and deep, “Father, please cover my imperfect heart with your breastplate of righteousness”. Can I bear the Kings armor till he purifies my heart?",40,"cruel","and","deep","father","please","i","the","a",0.0500000000001819,FALSE
"613","My husband will add some things from time to time and I will always seek God and my husband’s approval before posting anything here. I want to make sure it is from God and not my flesh. Now I know why God has been stressing only posting His Word – Truth and to be prepared.",11,"from","time","to","time","and","the","be","a",0.0199999999999818,FALSE
"614","The Power Living Pledge",4,NA,"the","power","living","pledge","of","and","to",0.00999999999976353,FALSE
"615","On the way home from our favourite farm on Tuesday we stopped off for a wander around a small town. In a shop window were a row of Queenie's, all slowly waving with glazed expressions. Being suckers for plastic stuff that does nothing more than make us laugh meant we needed one so we rushed in to bag our own Queenie. Now she sits on our windowsill watching and waving while we do kitchen stuff. Our favourite plastic friend was a chubby grinning chinese boy who sat astride a pink dolphin and spun from the ceiling playing plinky music. He fell to pieces a long while back now and I still miss him.",113,"and","i","still","miss","him","have","to","was",0.0300000000002001,FALSE
"616","We recently had a chance to sit down with Sigur Rós’ latest long player ‘Valtari’",11,"sit","down","with","sigur","rs","the","a","my",0.0399999999999636,FALSE
"617","Mbeki, the Southern African Development Community's mediator in Zimbabwe, in May last year tasked six retired generals to assess the extent of the army's involvement in the political crisis.",29,"involvement","in","the","political","crisis","of","the","and",0.0100000000002183,FALSE
"618","1 cup of chopped assorted nuts (optional)",6,"cup","of","chopped","assorted","nuts","the","a","my",0.0299999999997453,FALSE
"619","If something like this has happened to you, please don't try to bury it as long as I did. I spent so much time and energy keeping my secret that it blew up in my face and it almost killed me.",37,"up","in","my","face","and","the","a","and",0.0300000000002001,TRUE
"620","So onto our Spotlight this week, we loved visiting your blogs to see your weather themed creations. This week the spotlight has fallen on.....Lisa C with this beautiful creation!",12,"loved","visiting","your","blogs","to","own","and","home",0.0299999999997453,FALSE
"621","If you suspect elder abuse, neglect, or exploitation, You can call:",9,"abuse","neglect","or","exploitation","you","the","it","a",0.0199999999999818,FALSE
"622","Of course, if they were forced to read ""Guns, Germs, and Steel,"" there would be a hell of a lot more suicide bombers than there are now. Jeez, that book did go on. I thought a better name for it would have been ""Location, Location, Location: and what they ate while they were there,"" but I guess that title is not as catchy. There were not enough guns or germs, and steel barely got a mention. What did get mentioned, repeatedly, was the phrase ""food production,"" approximately 1,296,379 times. McDonald's does not talk about food production that much, for Christ's sake. Then again, McDonald's doesn't serve food, so maybe that's why.",4,NA,"of","course","if","they","the","you","i",0.0199999999999818,FALSE
"623","On May 23, 2012, let Alleigh know your wine choice by:",10,"alleigh","know","your","wine","choice","the","that","own",0.0300000000002001,FALSE
"624","so many into thinking he could manage the world’s largest economy,",4,NA,"so","many","into","thinking","the","i","a",0.00999999999976353,FALSE
"625","Dunedin City Council-owned infrastructure specialist Delta Utility Services has expanded its rugby sponsorship, taking on the Highlanders rugby team for 2012. The company will be “executive partner” of the Highlanders, with the sponsorship including the Delta logo on the back of the team playing shorts, where it has been from the start of the season.",14,"expanded","its","rugby","sponsorship","taking","not","the","including",0.0300000000002001,FALSE
"626","Top: Simplicity 2603, made in 2010",2,NA,NA,NA,"top","simplicity","of","coaches","part",0.0199999999999818,FALSE
"627","Recommendable: B+",2,NA,NA,NA,"recommendable","b","b",NA,NA,0,TRUE
"628","It's just about my favourite time of the year and when Tartarus is away, Sonshine and I go the Full Nine Yards for Hallowe'en spookiness. This year we had a skull with flashing eyes to add to our collection of pumpkin bowls and 'ghoul' lights (thank you Wendy!) and the house was looking suitably scary.",10,"time","of","the","year","and","of","and","the",0.0300000000002001,TRUE
"629","27. Evangelista - In Animal Tongue",4,NA,"","evangelista","","in","in",NA,NA,0,TRUE
"630","Homosexuals have chosen the word “gay,” a word that means “happy” or “a lively, merry mood” or “bright, showy,” to describe their lifestyle. In homosexuality’s portrayal in the media and in its publicity by its advocates, that’s what it can appear to be. A fun-loving, free lifestyle. Yet this is only a mirage. Over the years, in every interaction I have had with a person calling their lifestyle “gay,” that same angry fire that my bookstore acquaintance had could be seen in their eyes . Whether it’s been a one-time opportunity to interact with someone who has identified himself as gay or the longer-term weekly counseling of a man who claimed hundreds of partners (and looked as if it were true), a below-the-surface, seething anger has always been present.",59,"the","years","in","every","interaction","the","of","a",0.0299999999997453,FALSE
"631","This lace wedding cake caught the eye of our Awesometastic Team, and frankly, I think it's sweet, vintage and lacy-lious!",5,"this","lace","wedding","cake","caught","is","and","my",0.0300000000002001,FALSE
"632","I am also planning to dig into the common core, because Alabama is supposed to adopt this next school year, and I definitely want to be ready. I really like how the skills are laid out, and I think it is great! I also want to learn more about The Daily Five, which I keep hearing about ALL over the web, but it is not something that we use. I would definitely like to know more about it.",16,"alabama","is","supposed","to","adopt","the","be","a",0.0299999999997453,FALSE
"633","What are a few of your favorite things?",3,NA,NA,"what","are","a","the","a","i",0.0199999999999818,TRUE
"634","The connection between us it seems",3,NA,NA,"the","connection","between","of","and","to",0.0199999999999818,FALSE
"635","Once I was here I needed to taka a taxi to the confernce center. I had google mapped it, and it was about a 5 minute drive. So I gave the address to the driver, who seemed to know wehre it was but then proceeded to get lost and drive around for about 30 minutes looking for it. It turned into a very expensive taxi ride. I paid it, but I wish now I'd been a bit more assertive about saying that I shouldn't have been charged so much.",5,"once","i","was","here","i","to","a","have",0.0300000000002001,FALSE
"636","Once Isaac is released from the gurney he's been strapped to, he's forced to flee the ward as Necromorphs jump out from around corners and burst through ducts. Cue the frantic escape sequence. But here's the fun part: he's still tied up in a straight jacket. A prompt instructs us to hold down the left shoulder button to run. The straight jacket conceit makes this particular piece of scaffolding feel natural while also playing on that horror movie trope, the powerless protagonist.",70,"particular","piece","of","scaffolding","feel","the","a","my",0.00999999999976353,FALSE
"637","So...the next time you look at those wonderful fall leaves or pick up a bright red maple leaf or wonder at the beauty of a yellow hickory leaf - remember how those wonderful colors were produced - and realize how magical a plant really is to the planet. Not because of the colors of the leaves or how it looks in our landscape, but how it keeps us alive by producing all of that sugar and oxygen that keeps us eating and breathing every day.",69,"how","it","keeps","us","alive","was","is","that",0.0300000000002001,FALSE
"638","Wait wait wait... what does Star Wars have to do with any of this? Apparently, no movie like Meteor is going to admit wanting to jump on the same bandwagon as George Lucas and company, but it would be idiotic of it not to think that any geek high off of the adventures of a galaxy far far away wouldn't want to keep the intergalactic ball rolling by signing up for an adventure that involves NASA, rockets, desperate scientists and the fate of mankind. Maybe Neame and his crew thought that Meteor was the anti-Star Wars; science fiction for the thinking set.",36,"george","lucas","and","company","but","the","i","a",0.0399999999999636,FALSE
"639","The less you can explain the questions of your purpose and existence the more you come up with a ridiculous analysis for life and your left with no reason for existing or for life at all. The cycle continues. The more hateful against anything good and morally right you get. The more you hate those stupid Christians that claim God exists and that say there is a reason and purpose for your life .",33,"reason","for","existing","or","for","the","a","it",0.0300000000002001,FALSE
"640","During most races we see the mechanics make adjustments to the car during pitstops. During each stint radio communications between the driver and his race engineer will discuss the cars balance. Whether the car tends to oversteer or understeer. Since the ban on active technologies there’s little the teams can do to alter the car during the race. Currently only front wing adjustment, rear wing gurney removal and tyre pressures are easily changed during the hectic 3-4s pitstops.",2,NA,NA,NA,"during","most","the","this","time",0,FALSE
"641","They’ve both been hurt too much already, and there isn’t much to say.",5,"theyve","both","been","hurt","too","to","a","and",0.0299999999997453,FALSE
