"","origLine","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction","timeToPredict","Correct"
"2556","The sales push announced Monday marks Google's latest attempt to siphon customers away from rival Microsoft Corp., whose Office suite of e-mail, word processing, spreadsheet and other programs is widely used by government agencies and businesses.","programs","is","widely","used","by","to",0.719999999986612,FALSE
"2557","What advice would you give incoming freshmen? That they should get involved. Getting involved with the things that interest a student will teach him far more than a classroom ever could. I would also tell students to follow their hearts and their passions and that everything else will fall into place. Finally, take every opportunity that is afforded, as one does not know where these opportunities will lead.","tell","students","to","follow","their","me",0.860000000000582,FALSE
"2558","If swing voters ask that question, and vote accordingly, Romney may find that his primary season Achilles heel has become his saving grace. And Obama may find that his presumptuous promises of second-term flexibility never come to pass.","that","his","primary","season","achilles","and",0.740000000005239,FALSE
"2559","Ours is one of the few states that are home to more than one climate zone. Deserts cover 30 percent of the land, grassland and steppes spread over 53 percent and the highlands make up 17 percent.",NA,NA,NA,"ours","is","interesting",0.00999999999476131,FALSE
"2560","The Institute for Supply Management's better-than-expected report, improving manufacturing data overseas and a surprise jump in U.S. construction spending in June, helped push stock markets higher. Following last week's report that the U.S. economy shrank less than expected in the second quarter, many economists believe the longest recession since World War II may be over, though any recovery will be subdued.",NA,"the","institute","for","supply","innovation",0.190000000002328,FALSE
"2561","WR David Tyree said he realizes Thursday ""could"" be his last game as a Giant, but said that's an ""exciting"" scenario. Exciting because he feels like a rookie again?","exciting","because","he","feels","like","a",0.720000000001164,FALSE
"2562","The newspaper found the agency — which treats the sewage of more than 1.3 million people in Essex, Bergen, Passaic and Hudson counties — was being used by its commissioners as a private piggy bank, hiring wives, brothers, in-laws and children; approving special-interest contracts; and hiring of politically connected officials at six-figure salaries.","contracts","and","hiring","of","politically","the",0.729999999995925,FALSE
"2563","The many theorists out there who believe Cuomo wants President Obama to lose in November in order to abet his own presidential aspirations will find support on Page 25 of the speech, where, when noting the new federal health-care law should cut some insurance costs in New York, the governor failed to give Obama any credit for his signature plan.","of","the","speech","where","when","ball",1.2100000000064,FALSE
"2564","Blagojevich will be retried next year on federal charges that he schemed to sell the seat after his first trial ended in a mistrial. Emanuel was not called to testify and hasn't been charged with any wrongdoing.","charges","that","he","schemed","to","No prediction for this word list yet",0.639999999999418,FALSE
"2565","We would find such things silly. But, suddenly, when it comes to relationships in general, and marriage in particular, we get scared off by the work involved.","to","relationships","in","general","and","but",0.820000000006985,FALSE
"2566","That's a tiny number in relative terms, and the Snake River fish still have to make it to their home lakes in central Idaho. But it's the highest sockeye return recorded at Lower Granite since it was built in 1975, and nearly 25 times the average return of the last 10 years. Ten years ago two sockeye came back.","snake","river","fish","still","have","in",0.769999999989523,FALSE
"2567","Medco shareholders would receive $71.36 per share in cash and stock, or $29.1 billion, based on the stock's closing price on the New York Stock Exchange when the merger was announced last July 21. Shareholders of Medco would receive $28.80 in cash and 0.81 shares for each Medco share they own upon closing of the transaction.","cash","and","","shares","for","but",0.75,FALSE
"2568","Yet the shareholders have left many bills unpaid. Sandvick says Macron owes him more than $34,000, and nobody from the building's ownership group paid for permits based on his renovation plans. Macron also owes more than $105,000 in fines levied by the Cleveland Housing Court, related to building code violations.","related","to","building","code","violations","fb",0.759999999994761,FALSE
"2569","The runner-up Butler Bulldogs forgot their lines when cast as the Hickory Huskers of ""Hoosiers."" Jimmy Chitwood didn't come back to the team, bringing his velvety shooting touch with him. No one did.","bringing","his","velvety","shooting","touch","at",0.910000000003492,FALSE
"2570","Disorderly conduct. An 18-year-old Shakopee man was cited for disorderly conduct and arrested on an outstanding Scott County warrant, a 20-year-old Shakopee man was cited for disorderly conduct, a 17-year-old Shakopee boy was cited for possession of drug paraphernalia and arrested on an outstanding Scott County warrant, and a 19-year-old Shakopee man was arrested on an outstanding Scott County warrant after a fight near the intersection of 6th Avenue W. and S. Atwood Street.","man","was","arrested","on","an","those",0.779999999998836,FALSE
"2571","On Monday and Tuesday, we brought you the first two parts of our interview with York, who led the stadium effort. Below is the third and final installment, with York explaining what fans can expect. We'll have more coverage of the groundbreaking online and in the newspaper on Thursday and Friday.","parts","of","our","interview","with","with",0.729999999995925,TRUE
"2572","Grading. USDA rating based on density, color and taste. Grade A light, medium and dark are considered table grades. Grade B is dark, strongly flavored and used for cooking.","rating","based","on","density","color","filter",0.690000000002328,FALSE
"2573","Q: You live close to Eagle Creek Park -- what's its biggest concern?","park","","what's","its","biggest","not",0.809999999997672,FALSE
"2574","It's gorgeous to look at, but a little incongruous, given the rest of the artist's career. So it makes sense to follow the example of Val Espinoza, a fellow tourist I met on the steps beneath Rivera's allegory. Espinoza and his wife, Rosa, had come from Fresno just to look at Rivera murals, and this was one of three stops for them. (I'll have to check out these two others on my next trip.)","look","at","rivera","murals","and","holograms",0.740000000005239,FALSE
"2575","Holding signs that said Were fed up, two women who said they organized the event handed out T-shirts they paid for.","out","tshirts","they","paid","for","for",0.680000000007567,TRUE
"2576","Profit excluding some costs in the period ending in June will be 37 to 38 cents a share on sales of $1.65 billion to $1.66 billion, the company said in a statement Wednesday. Symantec issued a preliminary forecast April 24, when it also said fourth-quarter results had missed earlier projections.","fourthquarter","results","had","missed","earlier","first",0.819999999992433,FALSE
"2577","“They’re a good team without them guys,” point guard Jeff Teague said. “They have really good players. They made plays tonight. But we wanted that one at home, now we’ve just got to go on the road and get one there.”","home","now","weve","just","got","got",0.670000000012806,TRUE
"2578","But the pavilion visitors see today was built in the 1950s to replace the original, which was burned down by a crazed monk. I first heard about the place during college when I read a story about the burning by the great avant-garde Japanese writer Yukio Mishima, who committed seppuku, the traditional ritual suicide, when an ultranationalist coup d'etat he organized failed in 1970.","during","college","when","i","read","was",0.75,FALSE
"2579","New Jersey vs. Philadelphia",NA,"new","jersey","vs","philadelphia","twins",0.179999999993015,FALSE
"2580","Yet it only added to the drama of what was certainly the most exciting 26 hours of soccer since the last World Cup — and the busiest moment in social media history, with Twitter tracking a record 13,684 tweets per second during the Chelsea-Barcelona match, 1,400 more than the previous record for a sporting event set during the final moments of February's Super Bowl.","hours","of","soccer","since","the","the",0.669999999998254,TRUE
"2581","""It was the NRA taking a stealthy fight to the states,"" Mark Glaze, the director of Mayors Against Illegal Guns, told me in an interview, ""and 25 flowers bloomed.""","was","the","nra","taking","a","my",0.809999999997672,FALSE
"2582","TRENTON — In the second year since Gov. Chris Christie enacted a 2 percent ceiling on how much municipalities can collect in property taxes, only two towns are asking voters for permission to spend more.","how","much","municipalities","can","collect","be",0.80000000000291,FALSE
"2583","At the elementary school the information technology room and five supplemental instructional areas could not be tested due to lack of access by the testing company. They will be tested later.","due","to","lack","of","access","women",0.75,FALSE
"2584","For 32 years, etiquette expert Judith Martin, a.k.a. Miss Manners, has watched social mores loosen and public behavior slide. But little has appalled her more than the increasingly selfish conduct of brides- and grooms-to-be.",NA,"for","","years","etiquette","ago",0.190000000002328,FALSE
"2585","Thursday night's scene featured a bit of everything. There were white people, black people, elderly couples, children in strollers and dogs on leashes. T-shirt sellers were getting $10 for shirts with Zimmerman's picture below a huge ""WANTED"" sign. Other T-shirts read, ""I am Trayvon Martin,"" underscoring the theme of many speakers' comments that anybody could fall victim to a bullet if confronted by someone carrying a loaded gun and claiming self-defense.","loaded","gun","and","claiming","selfdefense","the",0.759999999994761,FALSE
"2586","I am writing to you specifically requesting that you petition HUD to demolish its condemned and distress properties that it owns in Slavic Village and throughout the City. This Federal Agency should be a partner in our recovery and not an obstacle and even worse, a contributor to our blight.","village","and","throughout","the","city","overwhelming",2.63999999999942,FALSE
"2587","Rose finishes the follow-up to his historic most valuable player season with averages of team-high 21.8 points, team-high 7.9 assists and 3.4 rebounds. He missed 27 games, playing in 59.1 percent of the 66-game schedule.","","rebounds","he","missed","","first",0.75,FALSE
"2588","Morrison kicked off Act III wearing a black fedora to sing the sexy, jazzy Michael Bublé number ""Sway."" Senior Megan Cutler was a dancer in the show. ""We have to act like it's not a big deal but inside we're like, 'Oh my God!'"" she said before the show.",NA,NA,NA,"morrison","kicked","No prediction for this word list yet",0.0200000000040745,FALSE
"2589","If you eat processed food, you're almost definitely exceeding the sodium limits.",NA,NA,"if","you","eat","want",0.0400000000081491,FALSE
"2590","Question: Homicides in Detroit increased last year and are continuing to spike this year. (As of March 14, Detroit police reported 66 homicides, up 34% from 49 a year earlier.) Is this happenstance or is something going on in the street?","is","this","happenstance","or","is","the",0.739999999990687,FALSE
"2591","Others were more mournful; singer Ray J., who spent time with Houston during her last days, broke down crying. His sister, singer Brandy, put her arm around him. Cissy Houston and Houston's daughter, 18-year-old Bobbi Kristina, clutched each other in the front of the row.","ray","j","who","spent","time","much",0.69999999999709,FALSE
"2592","""I'll never be any good at it (competitively) because I'm older and have Parkinson's disease,"" Bergstrom said of fencing. ""When I start falling down and can't stay stable on the strip, I will consider hanging up my mask and foil.","the","strip","i","will","consider","be",0.700000000011642,FALSE
"2593","In one e-mail the lawsuit references, the EPA supervisor overseeing the Omaha lead site, Robert Feild, wrote: ""It will be critical that every i is dotted and t crossed since we are under a microscope. please delete this message after reading -- we receive regular FOIA requests from Union Pacific for our e-mails. thanks, Bob F.""","references","the","epa","supervisor","overseeing","out",0.739999999990687,FALSE
"2594","Of his own performance as ""The Wild One""-channeling teen rebel Mutt (who turns out to be Indy's son), LaBeouf says this: ""You get to monkey-swinging and things like that and you can blame it on the writer and you can blame it on Steven. But the actor's job is to make it come alive and make it work, and I couldn't do it. So that's my fault. Simple.""","own","performance","as","the","wild","reason",0.760000000009313,FALSE
"2595","""I saw him going and I thought ‘oh, I've got to protect him,'"" Wheeler said. ""It wasn't a very good hit, but it got through.""","i","saw","him","going","and","this",1,FALSE
"2596","What would Jesus do about today's arguments over sexual identity? I don't know. He didn't say. Matthew 7:12 is the best I've found: ""So in everything, do to others what you would have them do to you, for this sums up the Law and the Prophets.""","arguments","over","sexual","identity","i","charges",0.75,FALSE
"2597","In addition to Cottrell, Foster and her infant daughter, the duplex also was home to Foster's 20-year-old boyfriend, and his 11 siblings, mother and stepfather, according to investigators. Foster and her boyfriend had been dating since the summer of 2011. He wasn't Cottrell's biological father, said the complaint.","summer","of","","he","wasn't","said",0.769999999989523,FALSE
"2598","Most voters may be unaware of the initiative. It was ordered placed on the ballot earlier this month. Secretary of State Robin Carnahan had ruled that the organizers, a group called Missourians for Cleaner, Cheaper Energy, had come up short of the 14,860 signatures needed to get the measure before voters. But a Cole County judge overruled her.","missourians","for","cleaner","cheaper","energy","substitute",0.75,FALSE
"2599","Nutrition experts say ammonia is already used to treat many products we eat, including chocolate, cheese and baked goods.","chocolate","cheese","and","baked","goods","fruitflavored",0.770000000004075,FALSE
"2600","The health system, which received $36 million from taxpayers this year, unexpectedly announced the resignation of Chief Financial Officer Sharon Kelley last week. Hennes Paynter assisted the health system with that announcement, Paynter said.","kelley","last","week","hennes","paynter","No prediction for this word list yet",0.759999999994761,FALSE
"2601","Politicians should treat economic development deals as if they are spending their own money, carefully checking out each proposal, understanding that even the most deeply examined ones inherently are a gamble.","treat","economic","development","deals","as","love",0.80000000000291,FALSE
"2602","""These cells shouldn't be in the blood. If you have them, you have trouble lurking,"" he said.","in","the","blood","if","you","said",1.05000000000291,FALSE
"2603","Two-plus minutes later, the Monsters became unglued in multiple ways. After ice gremlins forced a Lake Erie turnover near the top of the crease, Stars winger Francis Wathier tapped the puck in the direction of winger Mike Hedden, who was credited with his 14th. A Monster actually knocked it in.",NA,NA,NA,"twoplus","minutes","No prediction for this word list yet",0.00999999999476131,FALSE
"2604","""The Maryland State Board of Education has already looked at this issue from this particular document and said it's not an education issue,"" Dyer said to Aquino. ""Do you feel that if it's not an education issue for the Maryland state board, how do you justify making it an education issue in the sense of removing a board member?""","issue","dyer","said","to","aquino","citron",0.720000000001164,FALSE
"2605","Humphries, a power forward who has played with the New Jersey Nets, is an unrestricted free agent.","humphries","a","power","forward","who","to",0.690000000002328,FALSE
"2606","Homeowner Mike Schuster said he would have been willing to put up with a potential negative like more traffic for potential benefits like new jobs, lower property taxes, and even entertainment and dining options he believes a casino could bring.","and","dining","options","he","believes","said",0.69999999999709,FALSE
"2607","1721 MARKET ST $5,000",NA,NA,NA,"","market","No prediction for this word list yet",0.0200000000040745,FALSE
"2608","""Nokia is at a critical juncture, where significant change is necessary and inevitable in our journey forward,"" Elop said. He added the company was aiming at ""regaining our smart phone leadership, reinforcing our mobile device platform and realizing our investments in the future.""","added","the","company","was","aiming","amid",0.0599999999976717,FALSE
"2609","21979 Duns Scotus St., $65,000",NA,"","duns","scotus","st","No prediction for this word list yet",0.0599999999976717,FALSE
"2610","Another find is the Chopra Center, which moved from La Jolla to the La Costa Resort. Deepak Chopra, the most popular evangelist of traditional Indian medicine, has his U.S. headquarters in a resort surrounded by tennis pros and polo-shirted golfers. For a while, Chopra was offering a way to integrate Indian mental centering techniques with golf – though I didn't see it on the spa menu. The materials did mention that those with a ""pitta dosha"" personality (one of the Ayurvedic body types) can be especially angry when they hit a bad shot. There is a full menu of yoga and meditation. It's a world within the La Costa world – and one that fits the word ""east.""","see","it","on","the","spa","sunshine",0.0500000000029104,FALSE
"2611","Jack Mooney, 87, died May 2 of complications from congestive heart failure.","may","","of","complications","from","and",0.809999999997672,FALSE
"2612","He was the spirit of the E Street Band, and the oaken staff that Bruce Springsteen leaned on.",NA,NA,NA,"he","was","said",0.0299999999988358,FALSE
"2613","Yet what is best for the rest of us isn’t necessarily what is best for Rondo. He’s 26. He still has some youthful defiance in him. He still has some youthful arrogance. He’s not Ray Allen. He’s not the personification of coolness and mature professionalism. Rondo can be brash. His teammates call him ""Swag"" for a reason. He does things like throw a ball at a referee in anger in February. He is young and stubborn. And that’s why he would stand there and not only resist saying he was sorry, but insist he had nothing to prove in this game.","what","is","best","for","the","withdrawn",1,FALSE
"2614","The Legislature gladly gave Roski the sweetheart deal he wanted - and he rewarded the politicians by making sure that those who were elected to the Legislature would be able to stay in one office longer than the current term-limits law allows.","those","who","were","elected","to","helped",1.06000000001222,FALSE
"2615","What went right: The Broncos used a similar template Sunday that they used to reel in Tennessee Titans running back Chris Johnson. That happened to be Denver's last victory on Oct. 3.","running","back","chris","johnson","that","about",0.769999999989523,FALSE
"2616","My biggest mistake was taking too long to invest heavily in new equipment. When you're bold enough to guarantee same-day service, you have to have reliable equipment. But it took a long time for me to absorb the numbers.","you","have","to","have","reliable","an",0.0500000000029104,FALSE
"2617","† In Michigan, signs were posted on a road ending with an invitation to prom.",NA,NA,NA,"","in","No prediction for this word list yet",0.0899999999965075,FALSE
"2618","Mayor Cory Booker tweeted Wednesday night a not-so-cryptic note: ""Holy mum Batman! I keep super-hero secrets.""","a","notsocryptic","note","holy","mum","fucking",0.779999999998836,FALSE
"2619","While police were still looking for the suspect, Port Authority police were conducting searches of their buildings on the Square and searches of trains and buses, said Jersey City Police Deputy Chief Hugh Donahue at the scene.","were","still","looking","for","the","a",1.44000000000233,FALSE
"2620","Two different music showcases take place Saturday, one downtown on Washington Avenue and the other at the Ambassador.","downtown","on","washington","avenue","and","in",0.809999999997672,FALSE
"2621","These women and men, who are mostly practicing Methodists with one practicing Catholic, are aware that I am a disenchanted Catholic, but they neither judge nor question me. On the contrary, they make me feel less alone by accepting my background and listening to the thoughts I contribute.","that","i","am","a","disenchanted","horrible",0.0600000000122236,FALSE
"2622","Here flirty and aging, nervous and brave",NA,NA,NA,"here","flirty","is",0.0399999999935972,FALSE
"2623","I'm thinking of doing something else I don't usually do in winter: hitting the Tremont ArtWalk.",NA,NA,NA,"i'm","thinking","not",0.119999999995343,FALSE
"2624","Campbell Soup Co. is raising its fiscal 2011 adjusted earnings outlook, but the world’s largest soup maker provided a somewhat disappointing forecast for next year, saying it’s going to focus on investments to improve its products.","but","the","worlds","largest","soup","photo",0.80000000000291,FALSE
"2625","RUBIN: We've been in discussions with several other platforms trying to figure out how to set up this SRO. It all depends on what will happen in the next nine months, which is the timeline for implementation with the SEC. There's already much precedent of for-profit ventures using crowd-funding. Now what will change is that they can offer equity in return, which we call equity crowd-funding.","implementation","with","the","sec","there's","pass",0.69999999999709,FALSE
"2626","The relationship between the coalition and the precinct is working well, Gullion said. Her advice to police is to ""give the public an opportunity to speak.",NA,NA,"the","relationship","between","between",0.0500000000029104,TRUE
"2627","""Well, we have a few looks on him,"" Pietrangelo said. ""We've watched a lot of video on him. I don't know if I want to give it away to you, but we think that we can find a way to get it past him. He's only human, but they're probably saying the same thing about 'Ells' right now. We've just got to find a way to get in front.""","thing","about","'ells'","right","now","now",0.790000000008149,TRUE
"2628","Inside, Mercilus was surrounded by friends, many of whom drove in from the Illinois campus, and family -- including Willys Geffrard, an uncle who flew in from Haiti, where Mercilus' parents had met as children.",NA,NA,"inside","mercilus","was","into",0.0499999999883585,FALSE
"2629","øIn the last year, they were more likely to be employed as waiters, waitresses, bartenders and food-service helpers than as engineers, physicists, chemists and mathematicians combined (100,000 versus 90,000). There were more working in office-related jobs such as receptionist or payroll clerk than in all computer professional jobs (163,000 versus 100,000). More also were employed as cashiers, retail clerks and customer representatives than engineers (125,000 versus 80,000).","cashiers","retail","clerks","and","customer","committees",0.860000000000582,FALSE
"2630","departments, such as Huron and Hillcrest hospitals, provide comprehensive trauma care. Depending on the community, it might be the location that is a ""backup"" to a Level I trauma center, or it may provide the bulk of trauma care.","it","might","be","the","location","irs",0.0599999999976717,FALSE
"2631","Lindbergh 19, Fox 5",NA,NA,"lindbergh","","fox","No prediction for this word list yet",0.0300000000133878,FALSE
"2632","NEW YORK — In an interview scheduled to air on national television tonight, Jerry Sandusky said he is innocent of the child sex abuse charges that have rocked Penn State University and cost football coaching legend Joe Paterno his job, although the former defensive coordinator admitted he ""horsed around"" and touched kids.","paterno","his","job","although","the","it",0.709999999991851,FALSE
"2633","Planning for this transferral of wealth didn't just increase the foundation's endowment: It produced hundreds of millions of dollars of charitable donations for use around the state. The foundation has given $733 million to Oregon charities and nonprofits in its history, with $707 million of that coming during Chaillé's tenure as president.","increase","the","foundation's","endowment","it","thx",0.75,FALSE
"2634","Wood made the comments Monday in an interview following a press conference for his exhibition, ""Faces, Time and Places,"" which features his own paintings. It includes pieces of him and his band mates, as well as Muhammad Ali and Al Pacino.","faces","time","and","places","which","on",0.69999999999709,FALSE
"2635","Christie's November win in a blue state and combative tone with public workers unions has earned him national media attention and plaudits from conservative pundits, leading Tapper to call him a ""rising Republican star"" in the leadup to the interview.","national","media","attention","and","plaudits","these",0.730000000010477,FALSE
"2636","Gov. John Kasich has hired Jim Trakas, a politically connected Republican from Independence, to run the Ohio Board of Cosmetology.","gov","john","kasich","has","hired","signed",1.20999999999185,FALSE
"2637","Both chambers also approved legislation addressing civil service, the rules that control the hiring, promotions and firing of public employees. Christie recommended allowing towns to opt out of civil service, but that was not included in the legislation.","of","public","employees","christie","recommended","said",0.830000000001746,FALSE
"2638","""Here we go,"" Schafer said. ""Follow the Yellow Brick Road.""",NA,NA,NA,"here","we","is",0.00999999999476131,FALSE
"2639","Johnston replaces Tom Myslinski, who was not retained after one season on Eric Mangini's staff.",NA,"johnston","replaces","tom","myslinski","every",0.0800000000017462,FALSE
"2640","""I think shared services has a much better reputation now than several years ago,"" said Smith, who is organizing regionalization summits in Bergen, Monmouth, Ocean and Middlesex counties.","bergen","monmouth","ocean","and","middlesex","energy",0.910000000003492,FALSE
"2641","In the past 12 months, core prices rose 1.2 percent, up from the 0.6 percent pace recorded last October. Still, the March increase is well below the 10-year average of","the","past","","months","core","have",1.13999999999942,FALSE
"2642","To keep on Uncle Sam's good side, both partners have to fill out the federal forms again, filing as singles.",NA,"to","keep","on","uncle","talking",0.0700000000069849,FALSE
"2643","News Corp. abandoned its bid to take full control of BSkyB one week after the revelation that employees of one of its papers, the now-defunct News of the World, had hacked the phone of a murdered teenager while police were still searching for her.","its","papers","the","nowdefunct","news","eastern",0.899999999994179,FALSE
"2644","Since news of the Goldschmidt scandal broke in 2004, Giusto has maintained in repeated interviews that he had heard only rumors about the abuse and learned about it after Goldschmidt had left office in 1991.","giusto","has","maintained","in","repeated","the",0.759999999994761,FALSE
"2645","Consumer spending is rising because the vast majority of working-age Americans are now breathing easier, despite 9.4 percent unemployment. People who had jobs feared being laid off during the recession, which ended in June 2009, and for months after. Fewer worry now, because most companies have stopped cutting staff.","","and","for","months","after","on",0.779999999998836,FALSE
"2646","Wisconsin's Supreme Court race this spring is likely to intensify the already heated national debate over judicial selection in the states. From the hyperbolic rhetoric in media reports, one would think that the very legitimacy of state courts is at stake when ignorant voters are allowed to decide whether judges should retain their jobs. The New York Times editorial board lamented last month: ""Whoever ultimately gets the job, all of Wisconsin has lost. This nasty, highly politicized race is raising serious questions about the impartiality of the state's highest court.""","at","stake","when","ignorant","voters","things",0.860000000000582,FALSE
"2647","Folkes asked himself that same question Tuesday night and couldn’t come up with an answer.","asked","himself","that","same","question","letter",0.700000000011642,FALSE
"2648","PetroLogistics shares opened at $16.50 on NYSE, down 2.9% from its IPO price of $17. A total of 35 million common units were sold at the bottom of a reduced range of $17 to $19; the company had originally set out to sell at a range of $19 to $21. After falling further later in the day, it pared its losses to close 2.9% lower at $16.50.","","to","","the","company","best",0.720000000001164,FALSE
"2649","Akerson earned $1.7 million in salary, up from $566,667 in 2010. He got stock awards valued at $5.95 million for 2011, his first full year as CEO. Stock awards in 2010, when he was CEO for only three months, were valued at $1.77 million.","year","as","ceo","stock","awards","worth",0.719999999986612,FALSE
"2650","Last year, he coached his 300th victory. This year, his 15th at Princeton University, he will likely notch his 10th 20-win season. And the Tigers are very much alive in the chase for his seventh Ivy League championship and NCAA Tournament appearance.","his","seventh","ivy","league","championship","of",0.720000000001164,FALSE
"2651","""It's a very refined compact. You really see that against the Civic and Corolla, how much quieter and finished it is.""","a","very","refined","compact","you","fluorescent",0.720000000001164,FALSE
"2652","The penalties are the most severe in the modern history of the NFL.","the","modern","history","of","the","wrestlingif",3.44000000000233,FALSE
"2653","The impact, Darity says, is a population in which many are unable to get a foothold in the American dream.","population","in","which","many","are","of",0.830000000001746,FALSE
"2654","In a close vote, the Maryland Health Services Cost Review Commission agreed to lower the rates for inpatients by 1 percent but raise the rates for those receiving outpatient services by 2.59 percent, giving the hospitals an overall increase of 0.3 percent. The rates are for the year starting July 1.","overall","increase","of","","percent","No prediction for this word list yet",0.869999999995343,FALSE
"2655","According to the State Controller's 2009 salary database, Corrections employees accounted for about 27 percent of the total number of state workers in the dataset, but received 31 percent of the payments detailed. None of the other 150 departments in the database showed that big of difference.","the","state","controller's","","salary","No prediction for this word list yet",0.770000000004075,FALSE
"2656","Kasich was correct that Obama had been to Ohio 12 previous times as president. One visit predated Kasich's candidacy. Only three were made during the gubernatorial race specifically to campaign for Ted Strickland and against Kasich.","obama","had","been","to","ohio","every",0.75,FALSE
"2657","Members of the Essex County Sheriff’s Tactical Response and Narcotics teams were conducting an investigation at a home in the 200 block of Weequahic Avenue when they were attacked by a pit bull, one of six guarding the residence, Sheriff Armando Fontoura said.","were","attacked","by","a","pit","pitch",0.839999999996508,FALSE
"2658","Hunter gave birth to Edwards’ daughter in February 2008, but the affair was not widely publicized until later that year. Edwards did not acknowledge paternity of the child until 2010. Elizabeth Edwards died later that year.","","but","the","affair","was","noting",1.59000000001106,FALSE
"2659","Suddenly I couldn't imagine anything more wonderful than being able to leave the house every day. I had become so accustomed to living this way that I had forgotten there was nothing normal about being a 26-year-old shut-in.","being","able","to","leave","the","do",1.21999999998661,FALSE
"2660","In Williamsburg, this year's Historic Garden Week in Virginia tour on April 24 commemorates the 150th anniversary of America's Civil War.","week","in","virginia","tour","on","in",0.710000000006403,FALSE
"2661","Many analysts believe an Israeli attack would result in a region-wide conflict, including Iranian attacks on American troops in the Persian Gulf, and could damage the world economy by causing oil prices to skyrocket. It also remains unclear how much damage a military strike would do to Iran's nuclear program. Many of the country's nuclear facilities are buried deep underground.","would","result","in","a","regionwide","tax",0.0399999999935972,FALSE
"2662","“The city is willing to help,” said Thompson, adding that they have the right to repaint.","is","willing","to","help","said","share",0.970000000001164,FALSE
"2663","In reality, the committee system in Congress has become increasingly irrelevant, especially with regard to what might be considered major or controversial legislation. Instead, most major policy decisions are made, not through a process of deliberation, but through the concerted efforts of party leadership and often with the total exclusion of not only minority party members but most of the rank and file membership of the majority party as well.","and","file","membership","of","the","the",0.700000000011642,TRUE
"2664","Austin Motel. $85. 1220 S. Congress Ave. www.austinmotel.com.",NA,NA,NA,"austin","motel","tx",0.110000000000582,FALSE
"2665","The Timbers roughed up the Los Angeles Galaxy 4-1 Tuesday in their first preseason game, and the players had to be feeling good about themselves after defeating - regardless of whether it was a preseason or regular season game - the reigning champs.","their","first","preseason","game","and","and",0.60999999998603,TRUE
"2666","He pitched six innings and allowed two runs on six hits in an April 28 outing against the Angels, but dropped a 2-1 verdict/",NA,NA,"he","pitched","six","the",0.110000000000582,FALSE
"2667","The change directly aligns the corporation with its most famous casino, the iconic Caesars Palace on the Las Vegas Strip. The company also has Caesars casinos in Atlantic City, N.J., and Windsor, Ontario, and uses the name for online gambling sites in the United Kingdom.","the","corporation","with","its","most","own",0.690000000002328,FALSE
"2668","Some teens and young adults turned to synthetic marijuana to avoid detection by parents, employers, coaches and probation officers, treatment officials said.","avoid","detection","by","parents","employers","and",0.730000000010477,FALSE
"2669","None appears to be serious. But yesterday alone, four projected starters on defense were out: linebackers Ryan Shazier (ill) and Curtis Grant (stinger), and safeties C.J. Barnett (leg) and Christian Bryant (leg).","be","serious","but","yesterday","alone","optimistic",0.889999999999418,FALSE
"2670","What: B Street Theatre's Buck Busfield writes an original play for young people about how the young Tom Edison, hard of hearing and contemptuous of book-learning, became America's most famous inventor. Suggested for ages 5 and older.","and","contemptuous","of","booklearning","became","No prediction for this word list yet",0.679999999993015,FALSE
"2671","The morning of our departure, our son, who has Down syndrome, woke up with the flu. We can't leave our son with caregivers when he is sick, so we immediately called the airline and the hotel to cancel our reservations.","and","the","hotel","to","cancel","occupants",1.29000000000815,FALSE
"2672","""I had been giving it to (the official) pretty good, so I guess I got on him a little harder than he wanted,"" Purnell said.","had","been","giving","it","to","aged",1.35999999998603,FALSE
"2673","After 59 fruitless years in the vineyards, Portland has found a winner. Businessmen, blue collar workers, street children, students, professional women, housewives, house husbands, kids and winos have become hooked junkies, soccer freaks.","and","winos","have","become","hooked","fairly",0.990000000005239,FALSE
"2674","The spring deadline for Doyne to present his “findings of fact and conclusions of law” throws Christie’s ability to allocate education funding in the state’s next budget into question.",NA,NA,NA,"the","spring","best",0.139999999999418,FALSE
"2675","LEAVING KANSAS BEHIND",NA,NA,NA,"leaving","kansas","voicemails",0.0299999999988358,FALSE
"2676","A small group of foreclosure specialists, all of whom work at the same location, process a nominal number of foreclosures a day -- not 8,000 like the big banks. Comfortable with its processes and has no reason to change them or to suspend the foreclosures already filed with the courts.","nominal","number","of","foreclosures","a","and",0.830000000001746,FALSE
"2677","""They're in a psychotic fugue or something,"" says Elizabeth Lynam of the nonpartisan Citizens Budget Commission. ""They've completely gone into their own world. To be selling this as hard as they are, as some kind of major breakthrough, seems to me to be completely out of touch with reality.""","this","as","hard","as","they","that",0.0599999999976717,FALSE
"2678","But Gladis gets to show his bad-guy side on Sunday's ""Leverage"" (9 p.m., TNT). In “The 15 Minutes Job,” Gladis plays a sleazy public relations consultant, who becomes a target of Nate Ford (Timothy Hutton) and his team, as they use his own scummy methods against him. I spoke with Gladis over the phone recently, as he talked about his role on the filmed-in-Portland ""Leverage,"" the awesomeness of Portland restaurants and whether we may see Paul Kinsey returning to ""Mad Men."" Questions and answers have been edited for brevity and clarity.","him","i","spoke","with","gladis","asked",0.69999999999709,FALSE
"2679","37348 Ingraham Street, $735,000, 03-09-12, 3,289 SF, 5 BR","ingraham","street","","","","No prediction for this word list yet",0.670000000012806,FALSE
